2.500000000000000000e+02 1.899999999999999769e-42 6.843000000000000563e-43
3.500000000000000000e+02 3.264999999999999889e-42 1.070999999999999825e-42
4.500000000000000000e+02 5.392000000000000211e-42 1.377999999999999985e-42
5.500000000000000000e+02 9.017999999999998864e-42 1.663999999999999874e-42
6.500000000000000000e+02 1.287999999999999996e-41 1.883000000000000019e-42
7.500000000000000000e+02 1.632999999999999986e-41 2.192999999999999854e-42
8.500000000000000000e+02 1.856999999999999908e-41 2.558000000000000097e-42
9.500000000000000000e+02 1.873999999999999785e-41 3.036999999999999764e-42
1.050000000000000000e+03 1.803000000000000029e-41 3.390000000000000034e-42
1.150000000000000000e+03 1.635999999999999979e-41 3.319999999999999978e-42
1.250000000000000000e+03 1.353999999999999848e-41 3.036999999999999764e-42
1.350000000000000000e+03 1.046999999999999943e-41 3.109999999999999813e-42
1.450000000000000000e+03 7.939999999999999161e-42 2.941999999999999553e-42
1.550000000000000000e+03 6.878999999999999845e-42 2.423999999999999973e-42
1.650000000000000000e+03 4.943000000000000157e-42 2.586000000000000246e-42
1.750000000000000000e+03 3.724999999999999706e-42 2.652999999999999989e-42
1.850000000000000000e+03 2.782999999999999910e-42 3.253999999999999489e-42
1.950000000000000000e+03 2.273999999999999991e-42 3.837999999999999877e-42
