2.500000000000000000e+02 7.655999999999999374e-42 1.379999999999999928e-42
3.500000000000000000e+02 1.233000000000000035e-41 1.371999999999999839e-42
4.500000000000000000e+02 1.495000000000000041e-41 1.433999999999999966e-42
5.500000000000000000e+02 1.288999999999999824e-41 1.369999999999999897e-42
6.500000000000000000e+02 8.722000000000000379e-42 1.200999999999999905e-42
7.500000000000000000e+02 3.922999999999999899e-42 8.701999999999999043e-43
8.500000000000000000e+02 1.574999999999999968e-42 4.322999999999999850e-43
9.500000000000000000e+02 4.922999999999999299e-43 1.621999999999999809e-43
1.050000000000000000e+03 9.240999999999999293e-44 7.187999999999999191e-44
1.150000000000000000e+03 1.229000000000000094e-44 4.909999999999999594e-44
1.250000000000000000e+03 4.161999999999999548e-44 5.400999999999999951e-44
