             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.1126906E-04   0.5751008E-03   0.1266683E-03
  0.1500000E+01   0.1900653E-04   0.7220081E-03   0.1778678E-03
  0.2500000E+01   0.3113240E-04   0.8959190E-03   0.2452641E-03
  0.3500000E+01   0.4959559E-04   0.1099389E-02   0.3323927E-03
  0.4500000E+01   0.7694672E-04   0.1334770E-02   0.4431037E-03
  0.5500000E+01   0.1164184E-03   0.1604134E-02   0.5814797E-03
  0.6500000E+01   0.1719801E-03   0.1909199E-02   0.7517293E-03
  0.7500000E+01   0.2483560E-03   0.2251262E-02   0.9580610E-03
  0.8500000E+01   0.3509951E-03   0.2631142E-02   0.1204542E-02
  0.9500000E+01   0.4859865E-03   0.3049138E-02   0.1494949E-02
  0.1050000E+02   0.6599146E-03   0.3504997E-02   0.1832616E-02
  0.1150000E+02   0.8796588E-03   0.3997898E-02   0.2220291E-02
  0.1250000E+02   0.1152141E-02   0.4526452E-02   0.2660003E-02
  0.1350000E+02   0.1484036E-02   0.5088714E-02   0.3152951E-02
  0.1450000E+02   0.1881458E-02   0.5682213E-02   0.3699420E-02
  0.1550000E+02   0.2349642E-02   0.6303991E-02   0.4298721E-02
  0.1650000E+02   0.2892647E-02   0.6950654E-02   0.4949167E-02
  0.1750000E+02   0.3513086E-02   0.7618432E-02   0.5648081E-02
  0.1850000E+02   0.4211913E-02   0.8303247E-02   0.6391838E-02
  0.1950000E+02   0.4988279E-02   0.9000781E-02   0.7175924E-02
  0.2050000E+02   0.5839450E-02   0.9706551E-02   0.7995039E-02
  0.2150000E+02   0.6760820E-02   0.1041598E-01   0.8843204E-02
  0.2250000E+02   0.7745983E-02   0.1112449E-01   0.9713895E-02
  0.2350000E+02   0.8786890E-02   0.1182751E-01   0.1060018E-01
  0.2450000E+02   0.9874059E-02   0.1252064E-01   0.1149487E-01
  0.2550000E+02   0.1099683E-01   0.1319959E-01   0.1239066E-01
  0.2650000E+02   0.1214367E-01   0.1386034E-01   0.1328027E-01
  0.2750000E+02   0.1330248E-01   0.1449911E-01   0.1415658E-01
  0.2850000E+02   0.1446092E-01   0.1511243E-01   0.1501274E-01
  0.2950000E+02   0.1560669E-01   0.1584229E-01   0.1584229E-01
  0.3050000E+02   0.1625051E-01   0.1672786E-01   0.1663926E-01
  0.3150000E+02   0.1677006E-01   0.1781311E-01   0.1739820E-01
  0.3250000E+02   0.1725375E-01   0.1885195E-01   0.1811429E-01
  0.3350000E+02   0.1769991E-01   0.1983491E-01   0.1878335E-01
  0.3450000E+02   0.1810723E-01   0.2075367E-01   0.1940184E-01
  0.3550000E+02   0.1847474E-01   0.2160116E-01   0.1996693E-01
  0.3650000E+02   0.1880184E-01   0.2237162E-01   0.2047643E-01
  0.3750000E+02   0.1908825E-01   0.2306060E-01   0.2092883E-01
  0.3850000E+02   0.1933399E-01   0.2366495E-01   0.2132320E-01
  0.3950000E+02   0.1953936E-01   0.2418278E-01   0.2165925E-01
  0.4050000E+02   0.1970491E-01   0.2461336E-01   0.2193718E-01
  0.4150000E+02   0.1983146E-01   0.2495708E-01   0.2215772E-01
  0.4250000E+02   0.1992000E-01   0.2521529E-01   0.2232205E-01
