             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.7403382E-03   0.1278176E-02   0.1051708E-02
  0.1500000E+01   0.9145480E-03   0.1511632E-02   0.1263756E-02
  0.2500000E+01   0.1116935E-02   0.1771824E-02   0.1503695E-02
  0.3500000E+01   0.1349366E-02   0.2059195E-02   0.1772501E-02
  0.4500000E+01   0.1613378E-02   0.2373838E-02   0.2070789E-02
  0.5500000E+01   0.1910116E-02   0.2715484E-02   0.2398782E-02
  0.6500000E+01   0.2240288E-02   0.3083501E-02   0.2756292E-02
  0.7500000E+01   0.2604130E-02   0.3476902E-02   0.3142721E-02
  0.8500000E+01   0.3001375E-02   0.3894357E-02   0.3557054E-02
  0.9500000E+01   0.3431255E-02   0.4334222E-02   0.3997887E-02
  0.1050000E+02   0.3892497E-02   0.4794560E-02   0.4463439E-02
  0.1150000E+02   0.4383350E-02   0.5273184E-02   0.4951592E-02
  0.1250000E+02   0.4901612E-02   0.5767695E-02   0.5459929E-02
  0.1350000E+02   0.5444673E-02   0.6275517E-02   0.5985777E-02
  0.1450000E+02   0.6009568E-02   0.6793949E-02   0.6526258E-02
  0.1550000E+02   0.6593033E-02   0.7320204E-02   0.7078339E-02
  0.1650000E+02   0.7191568E-02   0.7851453E-02   0.7638880E-02
  0.1750000E+02   0.7801504E-02   0.8384864E-02   0.8204693E-02
  0.1850000E+02   0.8419064E-02   0.8917642E-02   0.8772579E-02
  0.1950000E+02   0.9040430E-02   0.9447063E-02   0.9339382E-02
  0.2050000E+02   0.9661804E-02   0.9970506E-02   0.9902026E-02
  0.2150000E+02   0.1027946E-01   0.1048548E-01   0.1045756E-01
  0.2250000E+02   0.1088980E-01   0.1100317E-01   0.1100317E-01
  0.2350000E+02   0.1148082E-01   0.1153623E-01   0.1153623E-01
  0.2450000E+02   0.1195703E-01   0.1207503E-01   0.1205431E-01
  0.2550000E+02   0.1241648E-01   0.1264372E-01   0.1255521E-01
  0.2650000E+02   0.1285757E-01   0.1319275E-01   0.1303693E-01
  0.2750000E+02   0.1327894E-01   0.1371970E-01   0.1349774E-01
  0.2850000E+02   0.1367939E-01   0.1422242E-01   0.1393613E-01
  0.2950000E+02   0.1405793E-01   0.1469906E-01   0.1435081E-01
  0.3050000E+02   0.1441379E-01   0.1514809E-01   0.1474075E-01
  0.3150000E+02   0.1474637E-01   0.1556828E-01   0.1510514E-01
  0.3250000E+02   0.1505524E-01   0.1595863E-01   0.1544340E-01
  0.3350000E+02   0.1534016E-01   0.1631849E-01   0.1575512E-01
  0.3450000E+02   0.1560104E-01   0.1664742E-01   0.1604013E-01
  0.3550000E+02   0.1583792E-01   0.1694524E-01   0.1629841E-01
  0.3650000E+02   0.1605100E-01   0.1721198E-01   0.1653010E-01
  0.3750000E+02   0.1624057E-01   0.1744789E-01   0.1673549E-01
  0.3850000E+02   0.1640704E-01   0.1765340E-01   0.1691502E-01
  0.3950000E+02   0.1655094E-01   0.1782911E-01   0.1706925E-01
  0.4050000E+02   0.1667283E-01   0.1797574E-01   0.1719883E-01
  0.4150000E+02   0.1677336E-01   0.1809415E-01   0.1730448E-01
  0.4250000E+02   0.1685328E-01   0.1818533E-01   0.1738704E-01
  0.4350000E+02   0.1691335E-01   0.1825032E-01   0.1744738E-01
  0.4450000E+02   0.1695436E-01   0.1829025E-01   0.1748643E-01
  0.4550000E+02   0.1697715E-01   0.1830628E-01   0.1750515E-01
  0.4650000E+02   0.1698260E-01   0.1829966E-01   0.1750455E-01
  0.4750000E+02   0.1697155E-01   0.1827161E-01   0.1748562E-01
  0.4850000E+02   0.1694490E-01   0.1822339E-01   0.1744939E-01
  0.4950000E+02   0.1690352E-01   0.1815628E-01   0.1739688E-01
  0.5050000E+02   0.1684830E-01   0.1807153E-01   0.1732911E-01
  0.5150000E+02   0.1678009E-01   0.1797037E-01   0.1724710E-01
  0.5250000E+02   0.1669974E-01   0.1785404E-01   0.1715181E-01
  0.5350000E+02   0.1660811E-01   0.1772374E-01   0.1704423E-01
  0.5450000E+02   0.1650599E-01   0.1758060E-01   0.1692529E-01
  0.5550000E+02   0.1639418E-01   0.1742577E-01   0.1679592E-01
  0.5650000E+02   0.1627345E-01   0.1726032E-01   0.1665698E-01
  0.5750000E+02   0.1614454E-01   0.1708531E-01   0.1650935E-01
  0.5850000E+02   0.1600815E-01   0.1690170E-01   0.1635383E-01
  0.5950000E+02   0.1586497E-01   0.1671046E-01   0.1619119E-01
  0.6050000E+02   0.1571567E-01   0.1651250E-01   0.1602221E-01
  0.6150000E+02   0.1556085E-01   0.1630865E-01   0.1584758E-01
  0.6250000E+02   0.1540111E-01   0.1609971E-01   0.1566795E-01
  0.6350000E+02   0.1523701E-01   0.1588646E-01   0.1548400E-01
  0.6450000E+02   0.1506909E-01   0.1566960E-01   0.1529629E-01
  0.6550000E+02   0.1489786E-01   0.1544979E-01   0.1510541E-01
  0.6650000E+02   0.1472377E-01   0.1522765E-01   0.1491188E-01
  0.6750000E+02   0.1454728E-01   0.1500376E-01   0.1471620E-01
  0.6850000E+02   0.1436882E-01   0.1477865E-01   0.1451883E-01
  0.6950000E+02   0.1418876E-01   0.1455281E-01   0.1432019E-01
