             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.2712069E-04   0.8709949E-04   0.5225520E-04
  0.1500000E+01   0.2663505E-04   0.8078264E-04   0.4983614E-04
  0.2500000E+01   0.2610950E-04   0.7507050E-04   0.4754815E-04
  0.3500000E+01   0.2551670E-04   0.6984953E-04   0.4534446E-04
  0.4500000E+01   0.2482386E-04   0.6501344E-04   0.4317532E-04
  0.5500000E+01   0.2399141E-04   0.6045983E-04   0.4098634E-04
  0.6500000E+01   0.2297171E-04   0.5608722E-04   0.3871689E-04
  0.7500000E+01   0.2170768E-04   0.5179230E-04   0.3629848E-04
  0.8500000E+01   0.2013192E-04   0.4746784E-04   0.3365366E-04
  0.9500000E+01   0.1816631E-04   0.4300133E-04   0.3069543E-04
  0.1050000E+02   0.1572290E-04   0.3827503E-04   0.2732796E-04
  0.1150000E+02   0.1270661E-04   0.3316799E-04   0.2344918E-04
  0.1250000E+02   0.9020618E-05   0.2756087E-04   0.1895603E-04
  0.1350000E+02   0.4575242E-05   0.2134426E-04   0.1375324E-04
  0.1450000E+02  -0.6995513E-06   0.1443083E-04   0.7765740E-05
  0.1550000E+02  -0.6838445E-05   0.6770684E-05   0.9543153E-06
  0.1650000E+02  -0.1382406E-04  -0.1632252E-05  -0.6667773E-05
  0.1750000E+02  -0.2157294E-04  -0.1070644E-04  -0.1502082E-04
  0.1850000E+02  -0.2992919E-04  -0.2030651E-04  -0.2395232E-04
  0.1950000E+02  -0.3866997E-04  -0.3021897E-04  -0.3324253E-04
  0.2050000E+02  -0.4752484E-04  -0.4018161E-04  -0.4262379E-04
  0.2150000E+02  -0.5620608E-04  -0.4991394E-04  -0.5181083E-04
  0.2250000E+02  -0.6444324E-04  -0.5915184E-04  -0.6053542E-04
  0.2350000E+02  -0.7201348E-04  -0.6767803E-04  -0.6857665E-04
  0.2450000E+02  -0.7876080E-04  -0.7534136E-04  -0.7578024E-04
  0.2550000E+02  -0.8460159E-04  -0.8206249E-04  -0.8206408E-04
  0.2650000E+02  -0.8951817E-04  -0.8741183E-04  -0.8741183E-04
  0.2750000E+02  -0.9354477E-04  -0.9185892E-04  -0.9185892E-04
  0.2850000E+02  -0.9675078E-04  -0.9547586E-04  -0.9547586E-04
  0.2950000E+02  -0.9992079E-04  -0.9835252E-04  -0.9835252E-04
  0.3050000E+02  -0.1025108E-03  -0.1005856E-03  -0.1005856E-03
  0.3150000E+02  -0.1045407E-03  -0.1022697E-03  -0.1022697E-03
  0.3250000E+02  -0.1060991E-03  -0.1032004E-03  -0.1034923E-03
  0.3350000E+02  -0.1072643E-03  -0.1036618E-03  -0.1043303E-03
  0.3450000E+02  -0.1081034E-03  -0.1038095E-03  -0.1048499E-03
  0.3550000E+02  -0.1086726E-03  -0.1036981E-03  -0.1051064E-03
  0.3650000E+02  -0.1090184E-03  -0.1033728E-03  -0.1051454E-03
  0.3750000E+02  -0.1091786E-03  -0.1028701E-03  -0.1050040E-03
  0.3850000E+02  -0.1091837E-03  -0.1022193E-03  -0.1047120E-03
  0.3950000E+02  -0.1090579E-03  -0.1014438E-03  -0.1042930E-03
  0.4050000E+02  -0.1088207E-03  -0.1005621E-03  -0.1037660E-03
