             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.2657030E-04   0.9768427E-04   0.4331754E-04
  0.1500000E+01   0.3149649E-04   0.1094664E-03   0.5023156E-04
  0.2500000E+01   0.3722553E-04   0.1225383E-03   0.5812024E-04
  0.3500000E+01   0.4386841E-04   0.1370230E-03   0.6710050E-04
  0.4500000E+01   0.5154831E-04   0.1530528E-03   0.7730040E-04
  0.5500000E+01   0.6040146E-04   0.1707701E-03   0.8885976E-04
  0.6500000E+01   0.7057800E-04   0.1903276E-03   0.1019309E-03
  0.7500000E+01   0.8224296E-04   0.2118886E-03   0.1166793E-03
  0.8500000E+01   0.9557704E-04   0.2356280E-03   0.1332843E-03
  0.9500000E+01   0.1107776E-03   0.2617323E-03   0.1519397E-03
  0.1050000E+02   0.1280593E-03   0.2904002E-03   0.1728543E-03
  0.1150000E+02   0.1476551E-03   0.3218427E-03   0.1962528E-03
  0.1250000E+02   0.1698172E-03   0.3562840E-03   0.2223760E-03
  0.1350000E+02   0.1948171E-03   0.3939613E-03   0.2514816E-03
  0.1450000E+02   0.2229470E-03   0.4351254E-03   0.2838443E-03
  0.1550000E+02   0.2545198E-03   0.4800410E-03   0.3197568E-03
  0.1650000E+02   0.2898700E-03   0.5289868E-03   0.3595295E-03
  0.1750000E+02   0.3293537E-03   0.5822555E-03   0.4034911E-03
  0.1850000E+02   0.3733491E-03   0.6401544E-03   0.4519888E-03
  0.1950000E+02   0.4222567E-03   0.7030048E-03   0.5053881E-03
  0.2050000E+02   0.4764992E-03   0.7711427E-03   0.5640732E-03
  0.2150000E+02   0.5365214E-03   0.8449183E-03   0.6284466E-03
  0.2250000E+02   0.6027898E-03   0.9246957E-03   0.6989289E-03
  0.2350000E+02   0.6757927E-03   0.1010853E-02   0.7759587E-03
  0.2450000E+02   0.7560390E-03   0.1103783E-02   0.8599919E-03
  0.2550000E+02   0.8440579E-03   0.1203890E-02   0.9515012E-03
  0.2650000E+02   0.9403980E-03   0.1311592E-02   0.1050976E-02
  0.2750000E+02   0.1045626E-02   0.1427319E-02   0.1158919E-02
  0.2850000E+02   0.1160325E-02   0.1551514E-02   0.1275850E-02
  0.2950000E+02   0.1285095E-02   0.1684628E-02   0.1402301E-02
  0.3050000E+02   0.1420549E-02   0.1827125E-02   0.1538816E-02
  0.3150000E+02   0.1567312E-02   0.1979476E-02   0.1685950E-02
  0.3250000E+02   0.1726021E-02   0.2142163E-02   0.1844266E-02
  0.3350000E+02   0.1897320E-02   0.2315671E-02   0.2014336E-02
  0.3450000E+02   0.2081859E-02   0.2500494E-02   0.2196739E-02
  0.3550000E+02   0.2280293E-02   0.2697130E-02   0.2392057E-02
  0.3650000E+02   0.2493279E-02   0.2906081E-02   0.2600875E-02
  0.3750000E+02   0.2721471E-02   0.3127848E-02   0.2823777E-02
  0.3850000E+02   0.2965519E-02   0.3362937E-02   0.3061347E-02
  0.3950000E+02   0.3226070E-02   0.3611848E-02   0.3314165E-02
  0.4050000E+02   0.3503759E-02   0.3875081E-02   0.3582804E-02
  0.4150000E+02   0.3799208E-02   0.4153131E-02   0.3867829E-02
  0.4250000E+02   0.4113028E-02   0.4446488E-02   0.4169795E-02
  0.4350000E+02   0.4445807E-02   0.4755631E-02   0.4489244E-02
  0.4450000E+02   0.4798117E-02   0.5081032E-02   0.4826701E-02
  0.4550000E+02   0.5170504E-02   0.5423149E-02   0.5182676E-02
  0.4650000E+02   0.5557656E-02   0.5782428E-02   0.5557656E-02
  0.4750000E+02   0.5952107E-02   0.6159299E-02   0.5952107E-02
  0.4850000E+02   0.6366470E-02   0.6554176E-02   0.6366470E-02
  0.4950000E+02   0.6801159E-02   0.6967450E-02   0.6801159E-02
  0.5050000E+02   0.7256559E-02   0.7399494E-02   0.7256559E-02
  0.5150000E+02   0.7733021E-02   0.7853357E-02   0.7733021E-02
  0.5250000E+02   0.8230867E-02   0.8379017E-02   0.8230867E-02
  0.5350000E+02   0.8750379E-02   0.8927949E-02   0.8750379E-02
  0.5450000E+02   0.9291803E-02   0.9500368E-02   0.9291803E-02
  0.5550000E+02   0.9852589E-02   0.1009644E-01   0.9855348E-02
  0.5650000E+02   0.1040366E-01   0.1071629E-01   0.1044118E-01
  0.5750000E+02   0.1097536E-01   0.1135998E-01   0.1104942E-01
  0.5850000E+02   0.1156784E-01   0.1202753E-01   0.1168015E-01
  0.5950000E+02   0.1218120E-01   0.1271891E-01   0.1233341E-01
  0.6050000E+02   0.1281550E-01   0.1343401E-01   0.1300919E-01
  0.6150000E+02   0.1347078E-01   0.1417270E-01   0.1370743E-01
  0.6250000E+02   0.1414703E-01   0.1493477E-01   0.1442802E-01
  0.6350000E+02   0.1484419E-01   0.1571997E-01   0.1517081E-01
  0.6450000E+02   0.1556218E-01   0.1652800E-01   0.1593561E-01
  0.6550000E+02   0.1630087E-01   0.1735848E-01   0.1672216E-01
  0.6650000E+02   0.1706008E-01   0.1821100E-01   0.1753016E-01
  0.6750000E+02   0.1783959E-01   0.1908510E-01   0.1835928E-01
  0.6850000E+02   0.1863916E-01   0.1998023E-01   0.1920911E-01
  0.6950000E+02   0.1945847E-01   0.2089584E-01   0.2007922E-01
  0.7050000E+02   0.2029720E-01   0.2183130E-01   0.2096912E-01
  0.7150000E+02   0.2115494E-01   0.2278593E-01   0.2187828E-01
  0.7250000E+02   0.2203129E-01   0.2375901E-01   0.2280611E-01
  0.7350000E+02   0.2292576E-01   0.2474979E-01   0.2375200E-01
  0.7450000E+02   0.2383786E-01   0.2575745E-01   0.2471529E-01
  0.7550000E+02   0.2476704E-01   0.2678115E-01   0.2569526E-01
  0.7650000E+02   0.2571271E-01   0.2782000E-01   0.2669118E-01
  0.7750000E+02   0.2667425E-01   0.2887308E-01   0.2770227E-01
  0.7850000E+02   0.2765101E-01   0.2993944E-01   0.2872771E-01
  0.7950000E+02   0.2864228E-01   0.3101809E-01   0.2976665E-01
  0.8050000E+02   0.2964733E-01   0.3210801E-01   0.3081822E-01
  0.8150000E+02   0.3066542E-01   0.3320817E-01   0.3188150E-01
  0.8250000E+02   0.3169575E-01   0.3431750E-01   0.3295557E-01
  0.8350000E+02   0.3273750E-01   0.3543493E-01   0.3403945E-01
  0.8450000E+02   0.3378982E-01   0.3655934E-01   0.3513216E-01
  0.8550000E+02   0.3485185E-01   0.3768964E-01   0.3623271E-01
  0.8650000E+02   0.3592268E-01   0.3882469E-01   0.3734008E-01
  0.8750000E+02   0.3700141E-01   0.3996337E-01   0.3845322E-01
  0.8850000E+02   0.3808710E-01   0.4110452E-01   0.3957110E-01
  0.8950000E+02   0.3917880E-01   0.4224702E-01   0.4069265E-01
  0.9050000E+02   0.4027554E-01   0.4338972E-01   0.4181682E-01
  0.9150000E+02   0.4137635E-01   0.4453148E-01   0.4294253E-01
  0.9250000E+02   0.4248023E-01   0.4567116E-01   0.4406872E-01
  0.9350000E+02   0.4358619E-01   0.4680764E-01   0.4519431E-01
  0.9450000E+02   0.4469323E-01   0.4793981E-01   0.4631823E-01
  0.9550000E+02   0.4580034E-01   0.4906656E-01   0.4743942E-01
  0.9650000E+02   0.4690651E-01   0.5018680E-01   0.4855682E-01
  0.9750000E+02   0.4801073E-01   0.5129945E-01   0.4966938E-01
  0.9850000E+02   0.4911199E-01   0.5240348E-01   0.5077608E-01
  0.9950000E+02   0.5020931E-01   0.5349785E-01   0.5187588E-01
  0.1005000E+03   0.5130168E-01   0.5458154E-01   0.5296777E-01
  0.1015000E+03   0.5238811E-01   0.5565358E-01   0.5405078E-01
  0.1025000E+03   0.5346764E-01   0.5671301E-01   0.5512392E-01
  0.1035000E+03   0.5453930E-01   0.5775890E-01   0.5618624E-01
  0.1045000E+03   0.5560214E-01   0.5879035E-01   0.5723682E-01
  0.1055000E+03   0.5665524E-01   0.5980650E-01   0.5827476E-01
  0.1065000E+03   0.5769767E-01   0.6080651E-01   0.5929917E-01
  0.1075000E+03   0.5872855E-01   0.6178957E-01   0.6030920E-01
  0.1085000E+03   0.5974700E-01   0.6275492E-01   0.6130403E-01
  0.1095000E+03   0.6075217E-01   0.6370181E-01   0.6228287E-01
  0.1105000E+03   0.6174324E-01   0.6462956E-01   0.6324495E-01
  0.1115000E+03   0.6271939E-01   0.6553750E-01   0.6418953E-01
  0.1125000E+03   0.6367987E-01   0.6642499E-01   0.6511592E-01
  0.1135000E+03   0.6462391E-01   0.6729146E-01   0.6602345E-01
  0.1145000E+03   0.6555079E-01   0.6813635E-01   0.6691147E-01
  0.1155000E+03   0.6645983E-01   0.6895914E-01   0.6777940E-01
  0.1165000E+03   0.6735037E-01   0.6975935E-01   0.6862665E-01
  0.1175000E+03   0.6822176E-01   0.7053655E-01   0.6945269E-01
  0.1185000E+03   0.6907342E-01   0.7129033E-01   0.7025704E-01
  0.1195000E+03   0.6990476E-01   0.7202031E-01   0.7103921E-01
  0.1205000E+03   0.7071527E-01   0.7272618E-01   0.7179878E-01
  0.1215000E+03   0.7150443E-01   0.7340763E-01   0.7253536E-01
  0.1225000E+03   0.7227177E-01   0.7406441E-01   0.7324859E-01
  0.1235000E+03   0.7301685E-01   0.7469630E-01   0.7393813E-01
  0.1245000E+03   0.7373927E-01   0.7530310E-01   0.7460369E-01
  0.1255000E+03   0.7443865E-01   0.7588465E-01   0.7524503E-01
  0.1265000E+03   0.7511466E-01   0.7644085E-01   0.7586190E-01
  0.1275000E+03   0.7576700E-01   0.7697160E-01   0.7645413E-01
  0.1285000E+03   0.7639537E-01   0.7747683E-01   0.7702154E-01
  0.1295000E+03   0.7699955E-01   0.7795653E-01   0.7756401E-01
  0.1305000E+03   0.7757933E-01   0.7841070E-01   0.7808144E-01
  0.1315000E+03   0.7813452E-01   0.7883938E-01   0.7857377E-01
  0.1325000E+03   0.7866497E-01   0.7924261E-01   0.7904096E-01
  0.1335000E+03   0.7917058E-01   0.7962049E-01   0.7948299E-01
  0.1345000E+03   0.7965126E-01   0.7997313E-01   0.7989990E-01
  0.1355000E+03   0.8010694E-01   0.8030068E-01   0.8029172E-01
  0.1365000E+03   0.8053761E-01   0.8065853E-01   0.8065853E-01
  0.1375000E+03   0.8088116E-01   0.8100043E-01   0.8100043E-01
  0.1385000E+03   0.8113449E-01   0.8132390E-01   0.8131754E-01
  0.1395000E+03   0.8136351E-01   0.8167961E-01   0.8161002E-01
  0.1405000E+03   0.8156847E-01   0.8201047E-01   0.8187802E-01
  0.1415000E+03   0.8174964E-01   0.8231656E-01   0.8212174E-01
  0.1425000E+03   0.8190731E-01   0.8259803E-01   0.8234139E-01
  0.1435000E+03   0.8204178E-01   0.8285502E-01   0.8253722E-01
  0.1445000E+03   0.8215337E-01   0.8308772E-01   0.8270946E-01
  0.1455000E+03   0.8224242E-01   0.8329630E-01   0.8285839E-01
  0.1465000E+03   0.8230926E-01   0.8348100E-01   0.8298429E-01
  0.1475000E+03   0.8235428E-01   0.8364204E-01   0.8308747E-01
  0.1485000E+03   0.8237783E-01   0.8377969E-01   0.8316825E-01
  0.1495000E+03   0.8238031E-01   0.8389421E-01   0.8322695E-01
  0.1505000E+03   0.8236210E-01   0.8398589E-01   0.8326393E-01
  0.1515000E+03   0.8232362E-01   0.8405505E-01   0.8327953E-01
  0.1525000E+03   0.8226527E-01   0.8410199E-01   0.8327414E-01
  0.1535000E+03   0.8218747E-01   0.8412705E-01   0.8324813E-01
  0.1545000E+03   0.8209065E-01   0.8413059E-01   0.8320188E-01
  0.1555000E+03   0.8197524E-01   0.8411295E-01   0.8313580E-01
  0.1565000E+03   0.8184167E-01   0.8407452E-01   0.8305030E-01
  0.1575000E+03   0.8169040E-01   0.8401568E-01   0.8294578E-01
  0.1585000E+03   0.8152185E-01   0.8393681E-01   0.8282266E-01
  0.1595000E+03   0.8133649E-01   0.8383832E-01   0.8268138E-01
  0.1605000E+03   0.8113476E-01   0.8372062E-01   0.8252235E-01
  0.1615000E+03   0.8091710E-01   0.8358412E-01   0.8234602E-01
  0.1625000E+03   0.8068398E-01   0.8342925E-01   0.8215283E-01
  0.1635000E+03   0.8043584E-01   0.8325642E-01   0.8194320E-01
  0.1645000E+03   0.8017313E-01   0.8306609E-01   0.8171759E-01
  0.1655000E+03   0.7989631E-01   0.8285868E-01   0.8147644E-01
  0.1665000E+03   0.7960582E-01   0.8263463E-01   0.8122019E-01
  0.1675000E+03   0.7930211E-01   0.8239439E-01   0.8094929E-01
  0.1685000E+03   0.7898563E-01   0.8213841E-01   0.8066418E-01
  0.1695000E+03   0.7865681E-01   0.8186712E-01   0.8036531E-01
  0.1705000E+03   0.7831610E-01   0.8158099E-01   0.8005311E-01
  0.1715000E+03   0.7796392E-01   0.8128045E-01   0.7972803E-01
  0.1725000E+03   0.7760072E-01   0.8096596E-01   0.7939051E-01
  0.1735000E+03   0.7722692E-01   0.8063797E-01   0.7904099E-01
  0.1745000E+03   0.7684293E-01   0.8029691E-01   0.7867988E-01
  0.1755000E+03   0.7644918E-01   0.7994324E-01   0.7830763E-01
  0.1765000E+03   0.7604607E-01   0.7957740E-01   0.7792466E-01
  0.1775000E+03   0.7563401E-01   0.7919982E-01   0.7753138E-01
  0.1785000E+03   0.7521341E-01   0.7881094E-01   0.7712822E-01
  0.1795000E+03   0.7478464E-01   0.7841120E-01   0.7671558E-01
  0.1805000E+03   0.7434811E-01   0.7800102E-01   0.7629388E-01
