             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00  -0.3617462E-03  -0.3734927E-04  -0.1459641E-03
  0.1500000E+01  -0.4471926E-03  -0.5284270E-04  -0.1899794E-03
  0.2500000E+01  -0.5489715E-03  -0.7372033E-04  -0.2449122E-03
  0.3500000E+01  -0.6693745E-03  -0.1014710E-03  -0.3128325E-03
  0.4500000E+01  -0.8108650E-03  -0.1378764E-03  -0.3960579E-03
  0.5500000E+01  -0.9760683E-03  -0.1850387E-03  -0.4971556E-03
  0.6500000E+01  -0.1167758E-02  -0.2454029E-03  -0.6189398E-03
  0.7500000E+01  -0.1388840E-02  -0.3217746E-03  -0.7644638E-03
  0.8500000E+01  -0.1642330E-02  -0.4173301E-03  -0.9370064E-03
  0.9500000E+01  -0.1931329E-02  -0.5356185E-03  -0.1140052E-02
  0.1050000E+02  -0.2259003E-02  -0.6805545E-03  -0.1377267E-02
  0.1150000E+02  -0.2628542E-02  -0.8564008E-03  -0.1652467E-02
  0.1250000E+02  -0.3043139E-02  -0.1067740E-02  -0.1969581E-02
  0.1350000E+02  -0.3505949E-02  -0.1319438E-02  -0.2332614E-02
  0.1450000E+02  -0.4020057E-02  -0.1616593E-02  -0.2745599E-02
  0.1550000E+02  -0.4588442E-02  -0.1964476E-02  -0.3212548E-02
  0.1650000E+02  -0.5213937E-02  -0.2368469E-02  -0.3737405E-02
  0.1750000E+02  -0.5899199E-02  -0.2833986E-02  -0.4323993E-02
  0.1850000E+02  -0.6646669E-02  -0.3366396E-02  -0.4975956E-02
  0.1950000E+02  -0.7458540E-02  -0.3970935E-02  -0.5696716E-02
  0.2050000E+02  -0.8336727E-02  -0.4652627E-02  -0.6489412E-02
  0.2150000E+02  -0.9282835E-02  -0.5416192E-02  -0.7356859E-02
  0.2250000E+02  -0.1029813E-01  -0.6265966E-02  -0.8301498E-02
  0.2350000E+02  -0.1138354E-01  -0.7205821E-02  -0.9325356E-02
  0.2450000E+02  -0.1253958E-01  -0.8239089E-02  -0.1043001E-01
  0.2550000E+02  -0.1376641E-01  -0.9368498E-02  -0.1161655E-01
  0.2650000E+02  -0.1506377E-01  -0.1059611E-01  -0.1288557E-01
  0.2750000E+02  -0.1643098E-01  -0.1192329E-01  -0.1423712E-01
  0.2850000E+02  -0.1786696E-01  -0.1335062E-01  -0.1567072E-01
  0.2950000E+02  -0.1937022E-01  -0.1487796E-01  -0.1718534E-01
  0.3050000E+02  -0.2093885E-01  -0.1650434E-01  -0.1877940E-01
  0.3150000E+02  -0.2257056E-01  -0.1822801E-01  -0.2045079E-01
  0.3250000E+02  -0.2426265E-01  -0.2004644E-01  -0.2219686E-01
  0.3350000E+02  -0.2601209E-01  -0.2195635E-01  -0.2401446E-01
  0.3450000E+02  -0.2781548E-01  -0.2395370E-01  -0.2589994E-01
  0.3550000E+02  -0.2966909E-01  -0.2603377E-01  -0.2784921E-01
  0.3650000E+02  -0.3156891E-01  -0.2819119E-01  -0.2985774E-01
  0.3750000E+02  -0.3351065E-01  -0.3042000E-01  -0.3192062E-01
  0.3850000E+02  -0.3548979E-01  -0.3271369E-01  -0.3403259E-01
  0.3950000E+02  -0.3750158E-01  -0.3506529E-01  -0.3618808E-01
  0.4050000E+02  -0.3954111E-01  -0.3746744E-01  -0.3838126E-01
  0.4150000E+02  -0.4160333E-01  -0.3991243E-01  -0.4060609E-01
  0.4250000E+02  -0.4368307E-01  -0.4239230E-01  -0.4285635E-01
  0.4350000E+02  -0.4577507E-01  -0.4489889E-01  -0.4512570E-01
  0.4450000E+02  -0.4787405E-01  -0.4740772E-01  -0.4740772E-01
  0.4550000E+02  -0.4997471E-01  -0.4969596E-01  -0.4969596E-01
  0.4650000E+02  -0.5249618E-01  -0.5198397E-01  -0.5198397E-01
  0.4750000E+02  -0.5502685E-01  -0.5415994E-01  -0.5426537E-01
  0.4850000E+02  -0.5754308E-01  -0.5623412E-01  -0.5653385E-01
  0.4950000E+02  -0.6003699E-01  -0.5828923E-01  -0.5878324E-01
  0.5050000E+02  -0.6250094E-01  -0.6032035E-01  -0.6100752E-01
  0.5150000E+02  -0.6492758E-01  -0.6232269E-01  -0.6320089E-01
  0.5250000E+02  -0.6730991E-01  -0.6429166E-01  -0.6535773E-01
  0.5350000E+02  -0.6964128E-01  -0.6622285E-01  -0.6747271E-01
  0.5450000E+02  -0.7191543E-01  -0.6811205E-01  -0.6954074E-01
  0.5550000E+02  -0.7412653E-01  -0.6995529E-01  -0.7155705E-01
  0.5650000E+02  -0.7626917E-01  -0.7174882E-01  -0.7351714E-01
  0.5750000E+02  -0.7833841E-01  -0.7348916E-01  -0.7541684E-01
  0.5850000E+02  -0.8032976E-01  -0.7517307E-01  -0.7725233E-01
  0.5950000E+02  -0.8223920E-01  -0.7679757E-01  -0.7902010E-01
  0.6050000E+02  -0.8406317E-01  -0.7835994E-01  -0.8071699E-01
  0.6150000E+02  -0.8579860E-01  -0.7985776E-01  -0.8234018E-01
  0.6250000E+02  -0.8744284E-01  -0.8128885E-01  -0.8388720E-01
  0.6350000E+02  -0.8899372E-01  -0.8265130E-01  -0.8535589E-01
  0.6450000E+02  -0.9044949E-01  -0.8394348E-01  -0.8674445E-01
  0.6550000E+02  -0.9180883E-01  -0.8516402E-01  -0.8805141E-01
  0.6650000E+02  -0.9307084E-01  -0.8631180E-01  -0.8927560E-01
  0.6750000E+02  -0.9423499E-01  -0.8738595E-01  -0.9041617E-01
  0.6850000E+02  -0.9530113E-01  -0.8838585E-01  -0.9147256E-01
  0.6950000E+02  -0.9626946E-01  -0.8931111E-01  -0.9244451E-01
  0.7050000E+02  -0.9714051E-01  -0.9016158E-01  -0.9333202E-01
  0.7150000E+02  -0.9791510E-01  -0.9093730E-01  -0.9413535E-01
  0.7250000E+02  -0.9859438E-01  -0.9163855E-01  -0.9485500E-01
  0.7350000E+02  -0.9917970E-01  -0.9226576E-01  -0.9549171E-01
  0.7450000E+02  -0.9967270E-01  -0.9281960E-01  -0.9604644E-01
  0.7550000E+02  -0.1000752E+00  -0.9330086E-01  -0.9652032E-01
  0.7650000E+02  -0.1003893E+00  -0.9371052E-01  -0.9691468E-01
  0.7750000E+02  -0.1006171E+00  -0.9404971E-01  -0.9723104E-01
  0.7850000E+02  -0.1007611E+00  -0.9431969E-01  -0.9747103E-01
  0.7950000E+02  -0.1008237E+00  -0.9452184E-01  -0.9763644E-01
  0.8050000E+02  -0.1008075E+00  -0.9465767E-01  -0.9772920E-01
  0.8150000E+02  -0.1007153E+00  -0.9472877E-01  -0.9775131E-01
  0.8250000E+02  -0.1005498E+00  -0.9473686E-01  -0.9770489E-01
  0.8350000E+02  -0.1003140E+00  -0.9468369E-01  -0.9759215E-01
  0.8450000E+02  -0.1000107E+00  -0.9457114E-01  -0.9741535E-01
  0.8550000E+02  -0.9964280E-01  -0.9440110E-01  -0.9717681E-01
  0.8650000E+02  -0.9921333E-01  -0.9417553E-01  -0.9687889E-01
  0.8750000E+02  -0.9872524E-01  -0.9389645E-01  -0.9652401E-01
  0.8850000E+02  -0.9818149E-01  -0.9356589E-01  -0.9611459E-01
  0.8950000E+02  -0.9758502E-01  -0.9318590E-01  -0.9565306E-01
  0.9050000E+02  -0.9693876E-01  -0.9275858E-01  -0.9514188E-01
  0.9150000E+02  -0.9624559E-01  -0.9228601E-01  -0.9458349E-01
  0.9250000E+02  -0.9550837E-01  -0.9177028E-01  -0.9398031E-01
  0.9350000E+02  -0.9472989E-01  -0.9121348E-01  -0.9333477E-01
  0.9450000E+02  -0.9391290E-01  -0.9061769E-01  -0.9264924E-01
  0.9550000E+02  -0.9306008E-01  -0.8998496E-01  -0.9192609E-01
  0.9650000E+02  -0.9217406E-01  -0.8931735E-01  -0.9116764E-01
  0.9750000E+02  -0.9125738E-01  -0.8861686E-01  -0.9037617E-01
  0.9850000E+02  -0.9031253E-01  -0.8788549E-01  -0.8955391E-01
  0.9950000E+02  -0.8934191E-01  -0.8712519E-01  -0.8870304E-01
  0.1005000E+03  -0.8834784E-01  -0.8633787E-01  -0.8782571E-01
  0.1015000E+03  -0.8733257E-01  -0.8552541E-01  -0.8692398E-01
  0.1025000E+03  -0.8629827E-01  -0.8468965E-01  -0.8599989E-01
  0.1035000E+03  -0.8524702E-01  -0.8383236E-01  -0.8505538E-01
  0.1045000E+03  -0.8418082E-01  -0.8295531E-01  -0.8409235E-01
  0.1055000E+03  -0.8311264E-01  -0.8206017E-01  -0.8311264E-01
  0.1065000E+03  -0.8211803E-01  -0.8114858E-01  -0.8211803E-01
  0.1075000E+03  -0.8111021E-01  -0.8022215E-01  -0.8111021E-01
  0.1085000E+03  -0.8009082E-01  -0.7928240E-01  -0.8009082E-01
  0.1095000E+03  -0.7906145E-01  -0.7833082E-01  -0.7906145E-01
  0.1105000E+03  -0.7802361E-01  -0.7736884E-01  -0.7802361E-01
  0.1115000E+03  -0.7697873E-01  -0.7639783E-01  -0.7697873E-01
  0.1125000E+03  -0.7592820E-01  -0.7532619E-01  -0.7592820E-01
  0.1135000E+03  -0.7487335E-01  -0.7420207E-01  -0.7487335E-01
  0.1145000E+03  -0.7381542E-01  -0.7307860E-01  -0.7381542E-01
  0.1155000E+03  -0.7275560E-01  -0.7195691E-01  -0.7275560E-01
  0.1165000E+03  -0.7169504E-01  -0.7083808E-01  -0.7169504E-01
  0.1175000E+03  -0.7063480E-01  -0.6972312E-01  -0.7063480E-01
  0.1185000E+03  -0.6957590E-01  -0.6861298E-01  -0.6957590E-01
  0.1195000E+03  -0.6851930E-01  -0.6750853E-01  -0.6851930E-01
