             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.1551450E-06   0.5391512E-06   0.3337369E-06
  0.1500000E+01   0.2267611E-06   0.6892214E-06   0.4362161E-06
  0.2500000E+01   0.3217613E-06   0.8744087E-06   0.5654381E-06
  0.3500000E+01   0.4450836E-06   0.1101302E-05   0.7270782E-06
  0.4500000E+01   0.6023151E-06   0.1377381E-05   0.9277022E-06
  0.5500000E+01   0.7997876E-06   0.1711067E-05   0.1174841E-05
  0.6500000E+01   0.1044684E-05   0.2111775E-05   0.1477060E-05
  0.7500000E+01   0.1345147E-05   0.2589950E-05   0.1844017E-05
  0.8500000E+01   0.1710396E-05   0.3157093E-05   0.2286518E-05
  0.9500000E+01   0.2150826E-05   0.3825774E-05   0.2816547E-05
  0.1050000E+02   0.2678112E-05   0.4609629E-05   0.3447290E-05
  0.1150000E+02   0.3305284E-05   0.5523341E-05   0.4193138E-05
  0.1250000E+02   0.4046798E-05   0.6582600E-05   0.5069670E-05
  0.1350000E+02   0.4918568E-05   0.7804044E-05   0.6093612E-05
  0.1450000E+02   0.5937983E-05   0.9205184E-05   0.7282778E-05
  0.1550000E+02   0.7123887E-05   0.1080430E-04   0.8655981E-05
  0.1650000E+02   0.8496519E-05   0.1262034E-04   0.1023293E-04
  0.1750000E+02   0.1007742E-04   0.1467274E-04   0.1203408E-04
  0.1850000E+02   0.1188931E-04   0.1698132E-04   0.1408050E-04
  0.1950000E+02   0.1395590E-04   0.1956607E-04   0.1639367E-04
  0.2050000E+02   0.1630165E-04   0.2244697E-04   0.1899531E-04
  0.2150000E+02   0.1895159E-04   0.2564380E-04   0.2190713E-04
  0.2250000E+02   0.2193094E-04   0.2917591E-04   0.2515064E-04
  0.2350000E+02   0.2526485E-04   0.3306201E-04   0.2874685E-04
  0.2450000E+02   0.2897802E-04   0.3731995E-04   0.3271610E-04
  0.2550000E+02   0.3309438E-04   0.4196649E-04   0.3707775E-04
  0.2650000E+02   0.3763667E-04   0.4701708E-04   0.4184993E-04
  0.2750000E+02   0.4262608E-04   0.5248564E-04   0.4704934E-04
  0.2850000E+02   0.4808192E-04   0.5838436E-04   0.5269093E-04
  0.2950000E+02   0.5402126E-04   0.6472352E-04   0.5878775E-04
  0.3050000E+02   0.6045857E-04   0.7151128E-04   0.6535069E-04
  0.3150000E+02   0.6740548E-04   0.7875355E-04   0.7238832E-04
  0.3250000E+02   0.7487055E-04   0.8645385E-04   0.7990667E-04
  0.3350000E+02   0.8285898E-04   0.9461319E-04   0.8790914E-04
  0.3450000E+02   0.9137256E-04   0.1032300E-03   0.9639635E-04
  0.3550000E+02   0.1004095E-03   0.1122999E-03   0.1053660E-03
  0.3650000E+02   0.1099644E-03   0.1218161E-03   0.1148130E-03
  0.3750000E+02   0.1200281E-03   0.1317689E-03   0.1247292E-03
  0.3850000E+02   0.1305882E-03   0.1421459E-03   0.1351035E-03
  0.3950000E+02   0.1416284E-03   0.1529321E-03   0.1459217E-03
  0.4050000E+02   0.1531295E-03   0.1641098E-03   0.1571672E-03
  0.4150000E+02   0.1650686E-03   0.1756592E-03   0.1688202E-03
  0.4250000E+02   0.1774203E-03   0.1875576E-03   0.1808583E-03
  0.4350000E+02   0.1901561E-03   0.1997804E-03   0.1932567E-03
