             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.6226356E-05   0.1179663E-04   0.8253212E-05
  0.1500000E+01   0.7656007E-05   0.1417266E-04   0.1004774E-04
  0.2500000E+01   0.9362650E-05   0.1694114E-04   0.1216716E-04
  0.3500000E+01   0.1138842E-04   0.2015041E-04   0.1465662E-04
  0.4500000E+01   0.1377961E-04   0.2385201E-04   0.1756505E-04
  0.5500000E+01   0.1658671E-04   0.2810055E-04   0.2094515E-04
  0.6500000E+01   0.1986437E-04   0.3295341E-04   0.2485319E-04
  0.7500000E+01   0.2367130E-04   0.3847050E-04   0.2934886E-04
  0.8500000E+01   0.2807008E-04   0.4471382E-04   0.3449495E-04
  0.9500000E+01   0.3312690E-04   0.5174709E-04   0.4035705E-04
  0.1050000E+02   0.3891124E-04   0.5963521E-04   0.4700308E-04
  0.1150000E+02   0.4549539E-04   0.6844375E-04   0.5450285E-04
  0.1250000E+02   0.5295400E-04   0.7823836E-04   0.6292746E-04
  0.1350000E+02   0.6136342E-04   0.8908410E-04   0.7234867E-04
  0.1450000E+02   0.7080109E-04   0.1010448E-03   0.8283829E-04
  0.1550000E+02   0.8134477E-04   0.1141824E-03   0.9446735E-04
  0.1650000E+02   0.9307176E-04   0.1285560E-03   0.1073054E-03
  0.1750000E+02   0.1060580E-03   0.1442217E-03   0.1214198E-03
  0.1850000E+02   0.1203773E-03   0.1612313E-03   0.1368746E-03
  0.1950000E+02   0.1361004E-03   0.1796318E-03   0.1537302E-03
  0.2050000E+02   0.1532938E-03   0.1994649E-03   0.1720421E-03
  0.2150000E+02   0.1720192E-03   0.2207662E-03   0.1918602E-03
  0.2250000E+02   0.1923324E-03   0.2435645E-03   0.2132285E-03
  0.2350000E+02   0.2142826E-03   0.2678817E-03   0.2361836E-03
  0.2450000E+02   0.2379112E-03   0.2937318E-03   0.2607546E-03
  0.2550000E+02   0.2632516E-03   0.3211207E-03   0.2869626E-03
  0.2650000E+02   0.2903279E-03   0.3500463E-03   0.3148196E-03
  0.2750000E+02   0.3191548E-03   0.3804973E-03   0.3443285E-03
  0.2850000E+02   0.3497367E-03   0.4124541E-03   0.3754830E-03
  0.2950000E+02   0.3820678E-03   0.4458879E-03   0.4082665E-03
  0.3050000E+02   0.4161312E-03   0.4807612E-03   0.4426529E-03
  0.3150000E+02   0.4518991E-03   0.5170278E-03   0.4786060E-03
  0.3250000E+02   0.4893327E-03   0.5546326E-03   0.5160796E-03
  0.3350000E+02   0.5283820E-03   0.5935125E-03   0.5550177E-03
  0.3450000E+02   0.5689864E-03   0.6335962E-03   0.5953552E-03
  0.3550000E+02   0.6110746E-03   0.6748050E-03   0.6370172E-03
  0.3650000E+02   0.6545653E-03   0.7170530E-03   0.6799207E-03
  0.3750000E+02   0.6993672E-03   0.7602478E-03   0.7239740E-03
  0.3850000E+02   0.7453804E-03   0.8042908E-03   0.7690780E-03
  0.3950000E+02   0.7924962E-03   0.8490783E-03   0.8151268E-03
  0.4050000E+02   0.8405985E-03   0.8945020E-03   0.8620078E-03
  0.4150000E+02   0.8895641E-03   0.9404495E-03   0.9096033E-03
  0.4250000E+02   0.9392642E-03   0.9868051E-03   0.9577907E-03
  0.4350000E+02   0.9895646E-03   0.1033451E-02   0.1006444E-02
  0.4450000E+02   0.1040327E-02   0.1080267E-02   0.1055433E-02
  0.4550000E+02   0.1091411E-02   0.1127132E-02   0.1104627E-02
