             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.7572263E-04   0.3542938E-03   0.1798744E-03
  0.1500000E+01   0.9782242E-04   0.4197544E-03   0.2210740E-03
  0.2500000E+01   0.1251741E-03   0.4946532E-03   0.2698049E-03
  0.3500000E+01   0.1587122E-03   0.5798986E-03   0.3270470E-03
  0.4500000E+01   0.1994694E-03   0.6764228E-03   0.3938391E-03
  0.5500000E+01   0.2485740E-03   0.7851744E-03   0.4712725E-03
  0.6500000E+01   0.3072461E-03   0.9071105E-03   0.5604834E-03
  0.7500000E+01   0.3767905E-03   0.1043188E-02   0.6626433E-03
  0.8500000E+01   0.4585881E-03   0.1194355E-02   0.7789489E-03
  0.9500000E+01   0.5540844E-03   0.1361540E-02   0.9106103E-03
  0.1050000E+02   0.6647761E-03   0.1545646E-02   0.1058839E-02
  0.1150000E+02   0.7921956E-03   0.1747535E-02   0.1224835E-02
  0.1250000E+02   0.9378941E-03   0.1968024E-02   0.1409772E-02
  0.1350000E+02   0.1103423E-02   0.2207873E-02   0.1614785E-02
  0.1450000E+02   0.1290312E-02   0.2467776E-02   0.1840955E-02
  0.1550000E+02   0.1500054E-02   0.2748353E-02   0.2089295E-02
  0.1650000E+02   0.1734079E-02   0.3050143E-02   0.2360741E-02
  0.1750000E+02   0.1993734E-02   0.3373593E-02   0.2656130E-02
  0.1850000E+02   0.2280266E-02   0.3719058E-02   0.2976199E-02
  0.1950000E+02   0.2594802E-02   0.4086788E-02   0.3321565E-02
  0.2050000E+02   0.2938326E-02   0.4476930E-02   0.3692720E-02
  0.2150000E+02   0.3311670E-02   0.4889520E-02   0.4090024E-02
  0.2250000E+02   0.3715494E-02   0.5324481E-02   0.4513693E-02
  0.2350000E+02   0.4150274E-02   0.5781625E-02   0.4963797E-02
  0.2450000E+02   0.4616295E-02   0.6260647E-02   0.5440256E-02
  0.2550000E+02   0.5113641E-02   0.6761129E-02   0.5942836E-02
  0.2650000E+02   0.5642188E-02   0.7282544E-02   0.6471151E-02
  0.2750000E+02   0.6201606E-02   0.7824251E-02   0.7024663E-02
  0.2850000E+02   0.6791356E-02   0.8385506E-02   0.7602683E-02
  0.2950000E+02   0.7410691E-02   0.8965462E-02   0.8204378E-02
  0.3050000E+02   0.8058666E-02   0.9563177E-02   0.8828773E-02
