-1.319080769230769112e+00 1.333820661680762800e-03 5.837725606277101428e-04 3.369215287416351735e-04 -1.451798076923076719e+00 1.052316299295916053e-06 9.319073255026045975e-07 8.089883251983541575e-07 -1.601541208791208870e+00 3.535894768170307761e-02 6.709516963166923392e-03 2.182616898377414847e-05
-1.311857692307692114e+00 1.483333251908401998e-03 6.719942866113376130e-04 3.971925312480601789e-04 -1.445778846153846109e+00 1.244495809046812173e-06 1.180516089575605037e-06 1.107670807681453551e-06 -1.596381868131868220e+00 2.715448971907194128e-02 5.677499225597021013e-03 2.212111383223914032e-05
-1.304634615384615115e+00 1.648150937327923964e-03 7.719808711859313562e-04 4.669284130032536929e-04 -1.439759615384615277e+00 1.499380124090981817e-06 1.490446204021072330e-06 1.482355544003172009e-06 -1.591222527472527570e+00 2.113524674495709244e-02 4.849250896953522134e-03 2.250861662368167920e-05
-1.297411538461538338e+00 1.829642445510856969e-03 8.850648834311288914e-04 5.473868249170200755e-04 -1.433740384615384444e+00 1.945751575649693182e-06 1.875497380109830002e-06 1.832540997261431201e-06 -1.586063186813186920e+00 1.666352922512226095e-02 4.179168989157116924e-03 2.298921719204203714e-05
-1.290188461538461340e+00 2.029271323050352554e-03 1.012697312361332232e-03 6.399570549375196201e-04 -1.427721153846153834e+00 2.512567714968018764e-06 2.352255577536315022e-06 2.263888943587979629e-06 -1.580903846153846271e+00 1.330148138590763265e-02 3.632909883407930713e-03 2.356443692828527327e-05
-1.282965384615384341e+00 2.248609480153034891e-03 1.156454708631385461e-03 7.461693360569201161e-04 -1.421701923076923002e+00 3.200037215900738928e-06 2.940577010361053396e-06 2.818375977333107969e-06 -1.575744505494505621e+00 1.074473672922348667e-02 3.184394240637402913e-03 2.423675857147971239e-05
-1.275742307692307564e+00 2.489330088125750722e-03 1.318045617739979072e-03 8.677032412026540378e-04 -1.415682692307692170e+00 4.028509706972835874e-06 3.664158754513458339e-06 3.526805873362768831e-06 -1.570585164835164749e+00 8.779143903501786944e-03 2.813649984451462287e-03 2.500962646320073260e-05
-1.268519230769230566e+00 2.753222181356368339e-03 1.499316822100918477e-03 1.006397025662193311e-03 -1.409663461538461338e+00 5.022108015299627438e-06 4.551171269544199617e-06 4.426752951441669894e-06 -1.565425824175824099e+00 7.252298025513847883e-03 2.505256784123501348e-03 2.588736535215606857e-05
-1.261296153846153567e+00 3.042188744789082761e-03 1.702260942600473297e-03 1.164256575586296305e-03 -1.403644230769230727e+00 6.209479693968840029e-06 5.634992932376479494e-06 5.563548374768167090e-06 -1.560266483516483449e+00 6.054532246874386875e-03 2.247230935018339031e-03 2.687522156495342248e-05
-1.254073076923076790e+00 3.358252045666453196e-03 1.929019718480255458e-03 1.343462620609013527e-03 -1.397624999999999895e+00 7.624612945019185795e-06 6.955038014329939181e-06 6.955038014329939181e-06 -1.555107142857142799e+00 5.106097715122774779e-03 2.030182021606023995e-03 2.797936349539310500e-05
