-1.319080769230769112e+00 7.314071344489964229e-05 2.656318669743365653e-04 5.570735808640818205e-04 -1.451798076923076719e+00 3.702124023285557910e-08 5.517451974667418569e-08 5.649950690917408779e-08 -1.601541208791208870e+00 2.985844862675003913e-09 1.151469725422281773e-08 1.882451296015547595e-08
-1.311857692307692114e+00 8.903958377576886760e-05 3.081802099330371207e-04 6.441807373269955225e-04 -1.445778846153846109e+00 6.539085911911640149e-08 7.706383495568464381e-08 7.985406794203101400e-08 -1.596381868131868220e+00 1.732758247467125176e-09 2.821732464255392335e-09 3.338575585831258554e-09
-1.304634615384615115e+00 1.076871649313696964e-04 3.563960037276363443e-04 7.415318310346499754e-04 -1.439759615384615277e+00 1.062593559621447672e-07 1.062534628974555086e-07 1.099628182928162640e-07 -1.591222527472527570e+00 8.910865944551346842e-10 9.383806407134347763e-10 1.046745479986430366e-09
-1.297411538461538338e+00 1.294695237172462771e-04 4.108812935462705009e-04 8.499199776597929443e-04 -1.433740384615384444e+00 1.448123358657335397e-07 1.447763036183152177e-07 1.634474557979427860e-07 -1.586063186813186920e+00 3.355876660679019233e-10 4.059193988424729660e-10 6.658428224476370461e-10
-1.290188461538461340e+00 1.548188626209263030e-04 4.722856048800497708e-04 9.701658480946772148e-04 -1.427721153846153834e+00 1.952177800600783173e-07 1.951389477414317922e-07 2.368155167784800685e-07 -1.580903846153846271e+00 1.686580332368073185e-10 2.200600626223597950e-10 4.494662373737977673e-10
-1.282965384615384341e+00 1.842167928746286498e-04 5.413080705228412578e-04 1.103119767120801838e-03 -1.421701923076923002e+00 2.588287027335149139e-07 2.604159641549138251e-07 3.279620161352318679e-07 -1.575744505494505621e+00 1.077931790141142635e-10 1.446662855251810784e-10 3.235333137171906773e-10
-1.275742307692307564e+00 2.181992027414533753e-04 6.186999091558354749e-04 1.249660147874724929e-03 -1.415682692307692170e+00 3.367524446982693641e-07 3.443590905974749939e-07 4.376220208313818885e-07 -1.570585164835164749e+00 8.403506611425380170e-11 1.119882866554194391e-10 2.489630445154859927e-10
-1.268519230769230566e+00 2.573600892152215166e-04 7.052669780433730353e-04 1.410695985702289327e-03 -1.409663461538461338e+00 4.352208727845824146e-07 4.515266230010502674e-07 5.665054125105201396e-07 -1.565425824175824099e+00 7.708552562280430087e-11 9.945559192073531425e-11 2.049465127959783292e-10
-1.261296153846153567e+00 3.023561500801986925e-04 8.018718423294440498e-04 1.587165234563451535e-03 -1.403644230769230727e+00 5.597305577766971368e-07 5.874319178270862004e-07 7.155779657197082077e-07 -1.560266483516483449e+00 8.065533730925078970e-11 9.902363605302823841e-11 1.803407562264527042e-10
-1.254073076923076790e+00 3.539116933790533858e-04 9.094359370628355256e-04 1.780038346155352709e-03 -1.397624999999999895e+00 7.172549560087877272e-07 7.587165191397107054e-07 8.863104786793534451e-07 -1.555107142857142799e+00 9.372280555051105507e-11 1.083325870640078461e-10 1.692975625501522171e-10
