2.500000000000000000e+02 3.011000000000000035e-42 9.079999999999999787e-43
3.500000000000000000e+02 4.488999999999999690e-42 9.831000000000000225e-43
4.500000000000000000e+02 6.639999999999999957e-42 1.059000000000000011e-42
5.500000000000000000e+02 8.008999999999999006e-42 1.037999999999999899e-42
6.500000000000000000e+02 8.394999999999999839e-42 1.110999999999999948e-42
7.500000000000000000e+02 7.437999999999999439e-42 7.984000000000000125e-43
8.500000000000000000e+02 6.675999999999999876e-42 7.209999999999998677e-43
9.500000000000000000e+02 5.183999999999999828e-42 7.056999999999999020e-43
1.050000000000000000e+03 3.896999999999999532e-42 7.603999999999999916e-43
1.150000000000000000e+03 2.385999999999999952e-42 8.273999999999998942e-43
1.250000000000000000e+03 1.266999999999999916e-42 5.753999999999999822e-43
1.350000000000000000e+03 9.212999999999998426e-43 5.905999999999999747e-43
