2.500000000000000000e+02 4.018999999999999683e-42 9.049999999999999855e-43
3.500000000000000000e+02 7.806000000000000312e-42 1.351999999999999778e-42
4.500000000000000000e+02 1.258000000000000064e-41 1.753999999999999990e-42
5.500000000000000000e+02 1.713999999999999804e-41 2.009000000000000055e-42
6.500000000000000000e+02 2.083999999999999823e-41 2.221999999999999895e-42
7.500000000000000000e+02 2.099999999999999872e-41 2.333999999999999856e-42
8.500000000000000000e+02 2.034999999999999848e-41 2.711000000000000072e-42
9.500000000000000000e+02 1.619999999999999930e-41 2.869999999999999714e-42
1.050000000000000000e+03 1.117999999999999953e-41 2.453999999999999905e-42
1.150000000000000000e+03 7.836000000000000244e-42 1.880000000000000026e-42
1.250000000000000000e+03 4.518999999999999622e-42 1.390999999999999850e-42
1.350000000000000000e+03 2.394000000000000040e-42 1.035999999999999957e-42
1.450000000000000000e+03 1.163999999999999935e-42 7.587000000000000485e-43
1.550000000000000000e+03 7.306999999999998990e-43 5.442999999999999459e-43
1.650000000000000000e+03 4.167000000000000200e-43 5.054999999999999799e-43
1.750000000000000000e+03 3.654999999999999492e-43 3.596000000000000155e-43
