             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00  -0.7475392E-06  -0.6630015E-06  -0.7293825E-06
  0.1500000E+01  -0.9631522E-06  -0.9152292E-06  -0.9382903E-06
  0.2500000E+01  -0.1236891E-05  -0.1202510E-05  -0.1205857E-05
  0.3500000E+01  -0.1585178E-05  -0.1547988E-05  -0.1547988E-05
  0.4500000E+01  -0.2028208E-05  -0.1984582E-05  -0.1984582E-05
  0.5500000E+01  -0.2590883E-05  -0.2540353E-05  -0.2540353E-05
  0.6500000E+01  -0.3303721E-05  -0.3245680E-05  -0.3245680E-05
  0.7500000E+01  -0.4203702E-05  -0.4137429E-05  -0.4137429E-05
  0.8500000E+01  -0.5334909E-05  -0.5259579E-05  -0.5259579E-05
  0.9500000E+01  -0.6748729E-05  -0.6646266E-05  -0.6663419E-05
  0.1050000E+02  -0.8503270E-05  -0.8360364E-05  -0.8406958E-05
  0.1150000E+02  -0.1066153E-04  -0.1046183E-04  -0.1055310E-04
  0.1250000E+02  -0.1328777E-04  -0.1301005E-04  -0.1316598E-04
  0.1350000E+02  -0.1644160E-04  -0.1605919E-04  -0.1630513E-04
  0.1450000E+02  -0.2016957E-04  -0.1965019E-04  -0.2001696E-04
  0.1550000E+02  -0.2449466E-04  -0.2380075E-04  -0.2432435E-04
  0.1650000E+02  -0.2940513E-04  -0.2849477E-04  -0.2921542E-04
  0.1750000E+02  -0.3484510E-04  -0.3367355E-04  -0.3463417E-04
  0.1850000E+02  -0.4071027E-04  -0.3923203E-04  -0.4047617E-04
  0.1950000E+02  -0.4685163E-04  -0.4502278E-04  -0.4659225E-04
  0.2050000E+02  -0.5308831E-04  -0.5086889E-04  -0.5280141E-04
  0.2150000E+02  -0.5922788E-04  -0.5658405E-04  -0.5891107E-04
  0.2250000E+02  -0.6508944E-04  -0.6199519E-04  -0.6474018E-04
  0.2350000E+02  -0.7052391E-04  -0.6696206E-04  -0.7013949E-04
  0.2450000E+02  -0.7542688E-04  -0.7138944E-04  -0.7500444E-04
  0.2550000E+02  -0.7974236E-04  -0.7523015E-04  -0.7927885E-04
  0.2650000E+02  -0.8345842E-04  -0.7848014E-04  -0.8295061E-04
  0.2750000E+02  -0.8659784E-04  -0.8116877E-04  -0.8604232E-04
  0.2850000E+02  -0.8920693E-04  -0.8334730E-04  -0.8860008E-04
  0.2950000E+02  -0.9134502E-04  -0.8507839E-04  -0.9068302E-04
  0.3050000E+02  -0.9307605E-04  -0.8642770E-04  -0.9235485E-04
  0.3150000E+02  -0.9446263E-04  -0.8745820E-04  -0.9367797E-04
  0.3250000E+02  -0.9556247E-04  -0.8822672E-04  -0.9470986E-04
  0.3350000E+02  -0.9642647E-04  -0.8878235E-04  -0.9550117E-04
  0.3450000E+02  -0.9709818E-04  -0.8916616E-04  -0.9609523E-04
  0.3550000E+02  -0.9761399E-04  -0.8941157E-04  -0.9652817E-04
  0.3650000E+02  -0.9800373E-04  -0.8954518E-04  -0.9682955E-04
  0.3750000E+02  -0.9829147E-04  -0.8958776E-04  -0.9702321E-04
  0.3850000E+02  -0.9849644E-04  -0.8955519E-04  -0.9712813E-04
  0.3950000E+02  -0.9863378E-04  -0.8945942E-04  -0.9715917E-04
  0.4050000E+02  -0.9871526E-04  -0.8930918E-04  -0.9712787E-04
  0.4150000E+02  -0.9874995E-04  -0.8911071E-04  -0.9704305E-04
  0.4250000E+02  -0.9874468E-04  -0.8886823E-04  -0.9691130E-04
  0.4350000E+02  -0.9870453E-04  -0.8858444E-04  -0.9673746E-04
  0.4450000E+02  -0.9863310E-04  -0.8826079E-04  -0.9652492E-04
  0.4550000E+02  -0.9853284E-04  -0.8789782E-04  -0.9627592E-04
  0.4650000E+02  -0.9840526E-04  -0.8749532E-04  -0.9599178E-04
  0.4750000E+02  -0.9825109E-04  -0.8705250E-04  -0.9567306E-04
  0.4850000E+02  -0.9807041E-04  -0.8656812E-04  -0.9531969E-04
  0.4950000E+02  -0.9786277E-04  -0.8604055E-04  -0.9493109E-04
  0.5050000E+02  -0.9762726E-04  -0.8546792E-04  -0.9450627E-04
  0.5150000E+02  -0.9736256E-04  -0.8484806E-04  -0.9404384E-04
  0.5250000E+02  -0.9706701E-04  -0.8417864E-04  -0.9354213E-04
  0.5350000E+02  -0.9673864E-04  -0.8345716E-04  -0.9299917E-04
  0.5450000E+02  -0.9637516E-04  -0.8268098E-04  -0.9241272E-04
  0.5550000E+02  -0.9597403E-04  -0.8184731E-04  -0.9178036E-04
  0.5650000E+02  -0.9553244E-04  -0.8095330E-04  -0.9109941E-04
  0.5750000E+02  -0.9504732E-04  -0.7999598E-04  -0.9036702E-04
  0.5850000E+02  -0.9451534E-04  -0.7897230E-04  -0.8958011E-04
  0.5950000E+02  -0.9393295E-04  -0.7787914E-04  -0.8873544E-04
  0.6050000E+02  -0.9329632E-04  -0.7671334E-04  -0.8782957E-04
  0.6150000E+02  -0.9260141E-04  -0.7547165E-04  -0.8685889E-04
  0.6250000E+02  -0.9184389E-04  -0.7415080E-04  -0.8581958E-04
  0.6350000E+02  -0.9101921E-04  -0.7274745E-04  -0.8470767E-04
  0.6450000E+02  -0.9012255E-04  -0.7125825E-04  -0.8351899E-04
  0.6550000E+02  -0.8914886E-04  -0.6967978E-04  -0.8224917E-04
  0.6650000E+02  -0.8809279E-04  -0.6800861E-04  -0.8089369E-04
  0.6750000E+02  -0.8694876E-04  -0.6624128E-04  -0.7944782E-04
  0.6850000E+02  -0.8571094E-04  -0.6437428E-04  -0.7790666E-04
  0.6950000E+02  -0.8437322E-04  -0.6240408E-04  -0.7626511E-04
  0.7050000E+02  -0.8292924E-04  -0.6032710E-04  -0.7451790E-04
  0.7150000E+02  -0.8137237E-04  -0.5813975E-04  -0.7265955E-04
  0.7250000E+02  -0.7969574E-04  -0.5583837E-04  -0.7068441E-04
  0.7350000E+02  -0.7789221E-04  -0.5341926E-04  -0.6858665E-04
  0.7450000E+02  -0.7595439E-04  -0.5087868E-04  -0.6636026E-04
  0.7550000E+02  -0.7387466E-04  -0.4821280E-04  -0.6399902E-04
  0.7650000E+02  -0.7164515E-04  -0.4541774E-04  -0.6149657E-04
  0.7750000E+02  -0.6925773E-04  -0.4248955E-04  -0.5884634E-04
  0.7850000E+02  -0.6670409E-04  -0.3942417E-04  -0.5604161E-04
  0.7950000E+02  -0.6397566E-04  -0.3621746E-04  -0.5307548E-04
  0.8050000E+02  -0.6106367E-04  -0.3286517E-04  -0.4994090E-04
  0.8150000E+02  -0.5795918E-04  -0.2936294E-04  -0.4663066E-04
  0.8250000E+02  -0.5465301E-04  -0.2570627E-04  -0.4313738E-04
  0.8350000E+02  -0.5113586E-04  -0.2189054E-04  -0.3945356E-04
  0.8450000E+02  -0.4739821E-04  -0.1791098E-04  -0.3557156E-04
  0.8550000E+02  -0.4343045E-04  -0.1376267E-04  -0.3148359E-04
  0.8650000E+02  -0.3922280E-04  -0.9440533E-05  -0.2718176E-04
  0.8750000E+02  -0.3476537E-04  -0.4939325E-05  -0.2265808E-04
  0.8850000E+02  -0.3004819E-04  -0.2536311E-06  -0.1790444E-04
  0.8950000E+02  -0.2506118E-04   0.4622138E-05  -0.1291265E-04
  0.9050000E+02  -0.1979422E-04   0.9693752E-05  -0.7674442E-05
  0.9150000E+02  -0.1423715E-04   0.1496716E-04  -0.2181494E-05
  0.9250000E+02  -0.8379772E-05   0.2044849E-04   0.3574576E-05
  0.9350000E+02  -0.2211901E-05   0.2614406E-04   0.9602184E-05
  0.9450000E+02   0.4276634E-05   0.3206035E-04   0.1590977E-04
  0.9550000E+02   0.1109596E-04   0.3820404E-04   0.2250577E-04
  0.9650000E+02   0.1825613E-04   0.4458196E-04   0.2939864E-04
  0.9750000E+02   0.2576711E-04   0.5120111E-04   0.3659677E-04
  0.9850000E+02   0.3363877E-04   0.5806864E-04   0.4410855E-04
  0.9950000E+02   0.4188081E-04   0.6519186E-04   0.5194229E-04
  0.1005000E+03   0.5050280E-04   0.7257820E-04   0.6010623E-04
  0.1015000E+03   0.5951411E-04   0.8023523E-04   0.6860852E-04
  0.1025000E+03   0.6892389E-04   0.8817059E-04   0.7745718E-04
  0.1035000E+03   0.7874107E-04   0.9639207E-04   0.8666014E-04
  0.1045000E+03   0.8897432E-04   0.1049075E-03   0.9622514E-04
  0.1055000E+03   0.9963201E-04   0.1137247E-03   0.1061598E-03
  0.1065000E+03   0.1107222E-03   0.1228518E-03   0.1164714E-03
  0.1075000E+03   0.1222527E-03   0.1322965E-03   0.1271674E-03
  0.1085000E+03   0.1342308E-03   0.1420669E-03   0.1382545E-03
  0.1095000E+03   0.1466635E-03   0.1521709E-03   0.1497396E-03
  0.1105000E+03   0.1595575E-03   0.1626163E-03   0.1616291E-03
  0.1115000E+03   0.1729188E-03   0.1739293E-03   0.1739293E-03
  0.1125000E+03   0.1845625E-03   0.1867533E-03   0.1866459E-03
  0.1135000E+03   0.1960786E-03   0.2010662E-03   0.1997846E-03
  0.1145000E+03   0.2079666E-03   0.2158623E-03   0.2133507E-03
  0.1155000E+03   0.2202337E-03   0.2311458E-03   0.2273490E-03
  0.1165000E+03   0.2328870E-03   0.2469204E-03   0.2417840E-03
  0.1175000E+03   0.2459332E-03   0.2631894E-03   0.2566598E-03
  0.1185000E+03   0.2593789E-03   0.2799553E-03   0.2719802E-03
  0.1195000E+03   0.2732303E-03   0.2972203E-03   0.2877486E-03
  0.1205000E+03   0.2874934E-03   0.3149859E-03   0.3039677E-03
  0.1215000E+03   0.3021736E-03   0.3332528E-03   0.3206399E-03
  0.1225000E+03   0.3172762E-03   0.3520213E-03   0.3377674E-03
  0.1235000E+03   0.3328060E-03   0.3712911E-03   0.3553514E-03
  0.1245000E+03   0.3487674E-03   0.3910611E-03   0.3733932E-03
  0.1255000E+03   0.3651643E-03   0.4113297E-03   0.3918931E-03
  0.1265000E+03   0.3820001E-03   0.4320946E-03   0.4108511E-03
  0.1275000E+03   0.3992779E-03   0.4533529E-03   0.4302668E-03
  0.1285000E+03   0.4170001E-03   0.4751010E-03   0.4501392E-03
  0.1295000E+03   0.4351686E-03   0.4973346E-03   0.4704666E-03
  0.1305000E+03   0.4537848E-03   0.5200488E-03   0.4912469E-03
  0.1315000E+03   0.4728495E-03   0.5432380E-03   0.5124776E-03
  0.1325000E+03   0.4923630E-03   0.5668960E-03   0.5341554E-03
  0.1335000E+03   0.5123248E-03   0.5910159E-03   0.5562766E-03
  0.1345000E+03   0.5327341E-03   0.6155902E-03   0.5788369E-03
  0.1355000E+03   0.5535892E-03   0.6406109E-03   0.6018315E-03
  0.1365000E+03   0.5748879E-03   0.6660690E-03   0.6252550E-03
  0.1375000E+03   0.5966275E-03   0.6919552E-03   0.6491015E-03
  0.1385000E+03   0.6188045E-03   0.7182595E-03   0.6733644E-03
  0.1395000E+03   0.6414147E-03   0.7449713E-03   0.6980369E-03
  0.1405000E+03   0.6644536E-03   0.7720795E-03   0.7231112E-03
  0.1415000E+03   0.6879157E-03   0.7995723E-03   0.7485794E-03
  0.1425000E+03   0.7117952E-03   0.8274373E-03   0.7744329E-03
  0.1435000E+03   0.7360854E-03   0.8556619E-03   0.8006626E-03
  0.1445000E+03   0.7607793E-03   0.8842327E-03   0.8272587E-03
  0.1455000E+03   0.7858690E-03   0.9131358E-03   0.8542113E-03
  0.1465000E+03   0.8113463E-03   0.9423571E-03   0.8815097E-03
  0.1475000E+03   0.8372022E-03   0.9718817E-03   0.9091429E-03
  0.1485000E+03   0.8634273E-03   0.1001694E-02   0.9370993E-03
  0.1495000E+03   0.8900116E-03   0.1031780E-02   0.9653671E-03
  0.1505000E+03   0.9169446E-03   0.1062122E-02   0.9939337E-03
  0.1515000E+03   0.9442154E-03   0.1092705E-02   0.1022786E-02
  0.1525000E+03   0.9718124E-03   0.1123511E-02   0.1051912E-02
  0.1535000E+03   0.9997237E-03   0.1154524E-02   0.1081297E-02
  0.1545000E+03   0.1027937E-02   0.1185727E-02   0.1110928E-02
  0.1555000E+03   0.1056440E-02   0.1217103E-02   0.1140789E-02
