             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.1728487E-08   0.2048562E-08   0.1825077E-08
  0.1500000E+01   0.2373581E-08   0.2541324E-08   0.2425677E-08
  0.2500000E+01   0.3207232E-08   0.3225358E-08   0.3218502E-08
  0.3500000E+01   0.4102767E-08   0.4341999E-08   0.4261816E-08
  0.4500000E+01   0.5303217E-08   0.5796592E-08   0.5630246E-08
  0.5500000E+01   0.6908027E-08   0.7680690E-08   0.7418944E-08
  0.6500000E+01   0.9047502E-08   0.1010865E-07   0.9748673E-08
  0.7500000E+01   0.1189108E-07   0.1322288E-07   0.1277200E-07
  0.8500000E+01   0.1565748E-07   0.1720023E-07   0.1668080E-07
  0.9500000E+01   0.2062686E-07   0.2225959E-07   0.2171522E-07
  0.1050000E+02   0.2715556E-07   0.2867111E-07   0.2817455E-07
  0.1150000E+02   0.3569336E-07   0.3676714E-07   0.3643002E-07
  0.1250000E+02   0.4680396E-07   0.4695521E-07   0.4694005E-07
  0.1350000E+02   0.5973350E-07   0.6118876E-07   0.6026821E-07
  0.1450000E+02   0.7570889E-07   0.7971445E-07   0.7710427E-07
  0.1550000E+02   0.9561834E-07   0.1034447E-06   0.9828878E-07
  0.1650000E+02   0.1203536E-06   0.1336764E-06   0.1248416E-06
  0.1750000E+02   0.1509903E-06   0.1719810E-06   0.1579949E-06
  0.1850000E+02   0.1888211E-06   0.2202505E-06   0.1992310E-06
  0.1950000E+02   0.2353943E-06   0.2807507E-06   0.2503258E-06
  0.2050000E+02   0.2925579E-06   0.3561790E-06   0.3133981E-06
  0.2150000E+02   0.3625097E-06   0.4497301E-06   0.3909656E-06
  0.2250000E+02   0.4478545E-06   0.5651688E-06   0.4860079E-06
  0.2350000E+02   0.5516685E-06   0.7069100E-06   0.6020376E-06
  0.2450000E+02   0.6775718E-06   0.8801073E-06   0.7431790E-06
  0.2550000E+02   0.8298089E-06   0.1090751E-05   0.9142561E-06
  0.2650000E+02   0.1013340E-05   0.1345772E-05   0.1120890E-05
  0.2750000E+02   0.1233938E-05   0.1653163E-05   0.1369607E-05
  0.2850000E+02   0.1498304E-05   0.2022098E-05   0.1667952E-05
  0.2950000E+02   0.1814181E-05   0.2463075E-05   0.2024623E-05
  0.3050000E+02   0.2190491E-05   0.2988057E-05   0.2449604E-05
  0.3150000E+02   0.2637475E-05   0.3610636E-05   0.2954317E-05
  0.3250000E+02   0.3166848E-05   0.4346197E-05   0.3551783E-05
  0.3350000E+02   0.3791967E-05   0.5212099E-05   0.4256797E-05
  0.3450000E+02   0.4528001E-05   0.6227865E-05   0.5086104E-05
  0.3550000E+02   0.5392128E-05   0.7415381E-05   0.6058602E-05
  0.3650000E+02   0.6403729E-05   0.8799109E-05   0.7195535E-05
  0.3750000E+02   0.7584598E-05   0.1040630E-04   0.8520718E-05
  0.3850000E+02   0.8959158E-05   0.1226723E-04   0.1006075E-04
  0.3950000E+02   0.1055470E-04   0.1441543E-04   0.1184524E-04
  0.4050000E+02   0.1240158E-04   0.1688792E-04   0.1390706E-04
  0.4150000E+02   0.1453354E-04   0.1972544E-04   0.1628257E-04
  0.4250000E+02   0.1698785E-04   0.2297274E-04   0.1901187E-04
  0.4350000E+02   0.1980563E-04   0.2667879E-04   0.2213904E-04
  0.4450000E+02   0.2303207E-04   0.3089701E-04   0.2571238E-04
  0.4550000E+02   0.2671670E-04   0.3568556E-04   0.2978467E-04
  0.4650000E+02   0.3091362E-04   0.4110753E-04   0.3441341E-04
  0.4750000E+02   0.3568172E-04   0.4723118E-04   0.3966102E-04
  0.4850000E+02   0.4108495E-04   0.5413016E-04   0.4559510E-04
  0.4950000E+02   0.4719254E-04   0.6188367E-04   0.5228861E-04
  0.5050000E+02   0.5407916E-04   0.7057669E-04   0.5982008E-04
  0.5150000E+02   0.6182520E-04   0.8030010E-04   0.6827379E-04
  0.5250000E+02   0.7051686E-04   0.9115082E-04   0.7773992E-04
  0.5350000E+02   0.8024634E-04   0.1032319E-03   0.8831466E-04
  0.5450000E+02   0.9111199E-04   0.1166527E-03   0.1001004E-03
  0.5550000E+02   0.1032184E-03   0.1315288E-03   0.1132056E-03
