             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.1787762E-10   0.1928924E-10   0.1928924E-10
  0.1500000E+01   0.2774821E-10   0.2893916E-10   0.2893916E-10
  0.2500000E+01   0.4242886E-10   0.4319760E-10   0.4303976E-10
  0.3500000E+01   0.6345797E-10   0.6395209E-10   0.6345797E-10
  0.4500000E+01   0.9276106E-10   0.9507881E-10   0.9276106E-10
  0.5500000E+01   0.1344463E-09   0.1395137E-09   0.1344463E-09
  0.6500000E+01   0.1932343E-09   0.2021712E-09   0.1932343E-09
  0.7500000E+01   0.2754402E-09   0.2895020E-09   0.2754402E-09
  0.8500000E+01   0.3894389E-09   0.4098903E-09   0.3894389E-09
  0.9500000E+01   0.5462427E-09   0.5741336E-09   0.5462427E-09
  0.1050000E+02   0.7588102E-09   0.7960210E-09   0.7602138E-09
  0.1150000E+02   0.1044101E-08   0.1093023E-08   0.1049933E-08
  0.1250000E+02   0.1425805E-08   0.1487113E-08   0.1439255E-08
  0.1350000E+02   0.1932921E-08   0.2005741E-08   0.1958572E-08
  0.1450000E+02   0.2602111E-08   0.2682981E-08   0.2646328E-08
  0.1550000E+02   0.3479444E-08   0.3560880E-08   0.3550810E-08
  0.1650000E+02   0.4622475E-08   0.4732249E-08   0.4732249E-08
  0.1750000E+02   0.6102698E-08   0.6265290E-08   0.6265290E-08
  0.1850000E+02   0.7973534E-08   0.8241843E-08   0.8241843E-08
  0.1950000E+02   0.1029485E-07   0.1077438E-07   0.1077438E-07
  0.2050000E+02   0.1321168E-07   0.1399973E-07   0.1399973E-07
  0.2150000E+02   0.1685736E-07   0.1808335E-07   0.1808335E-07
  0.2250000E+02   0.2139108E-07   0.2322425E-07   0.2322425E-07
  0.2350000E+02   0.2700200E-07   0.2966049E-07   0.2966049E-07
  0.2450000E+02   0.3391415E-07   0.3767532E-07   0.3767532E-07
  0.2550000E+02   0.4239178E-07   0.4760411E-07   0.4760411E-07
  0.2650000E+02   0.5274551E-07   0.5984194E-07   0.5984194E-07
  0.2750000E+02   0.6533913E-07   0.7485208E-07   0.7485208E-07
  0.2850000E+02   0.8059725E-07   0.9317519E-07   0.9317519E-07
  0.2950000E+02   0.9901376E-07   0.1154395E-06   0.1154395E-06
  0.3050000E+02   0.1211612E-06   0.1423720E-06   0.1423720E-06
  0.3150000E+02   0.1477013E-06   0.1748098E-06   0.1748098E-06
  0.3250000E+02   0.1793958E-06   0.2137139E-06   0.2137139E-06
  0.3350000E+02   0.2171197E-06   0.2601822E-06   0.2601822E-06
  0.3450000E+02   0.2618740E-06   0.3154649E-06   0.3154649E-06
  0.3550000E+02   0.3148007E-06   0.3809797E-06   0.3809797E-06
  0.3650000E+02   0.3771987E-06   0.4583291E-06   0.4583291E-06
  0.3750000E+02   0.4505407E-06   0.5499452E-06   0.5493174E-06
  0.3850000E+02   0.5364912E-06   0.6594239E-06   0.6559695E-06
  0.3950000E+02   0.6369260E-06   0.7879347E-06   0.7805501E-06
  0.4050000E+02   0.7539530E-06   0.9382650E-06   0.9255839E-06
  0.4150000E+02   0.8899332E-06   0.1113523E-05   0.1093876E-05
  0.4250000E+02   0.1047504E-05   0.1317163E-05   0.1288535E-05
  0.4350000E+02   0.1229603E-05   0.1553008E-05   0.1512991E-05
  0.4450000E+02   0.1439492E-05   0.1825276E-05   0.1771025E-05
  0.4550000E+02   0.1680783E-05   0.2138602E-05   0.2066784E-05
  0.4650000E+02   0.1957464E-05   0.2498066E-05   0.2404809E-05
  0.4750000E+02   0.2273928E-05   0.2909212E-05   0.2790058E-05
  0.4850000E+02   0.2634996E-05   0.3378074E-05   0.3227926E-05
  0.4950000E+02   0.3045949E-05   0.3911198E-05   0.3724273E-05
  0.5050000E+02   0.3512554E-05   0.4515660E-05   0.4285441E-05
  0.5150000E+02   0.4041091E-05   0.5199086E-05   0.4918280E-05
  0.5250000E+02   0.4638380E-05   0.5969672E-05   0.5630171E-05
  0.5350000E+02   0.5311811E-05   0.6836199E-05   0.6429040E-05
  0.5450000E+02   0.6069365E-05   0.7808044E-05   0.7323384E-05
  0.5550000E+02   0.6919646E-05   0.8895196E-05   0.8322289E-05
  0.5650000E+02   0.7871897E-05   0.1010826E-04   0.9435442E-05
  0.5750000E+02   0.8936030E-05   0.1145848E-04   0.1067315E-04
  0.5850000E+02   0.1012264E-04   0.1295772E-04   0.1204636E-04
  0.5950000E+02   0.1144304E-04   0.1461847E-04   0.1356666E-04
  0.6050000E+02   0.1290924E-04   0.1645388E-04   0.1524628E-04
  0.6150000E+02   0.1453401E-04   0.1847770E-04   0.1709814E-04
  0.6250000E+02   0.1633087E-04   0.2070432E-04   0.1913580E-04
  0.6350000E+02   0.1831407E-04   0.2314875E-04   0.2137352E-04
  0.6450000E+02   0.2049866E-04   0.2582659E-04   0.2382619E-04
  0.6550000E+02   0.2290043E-04   0.2875403E-04   0.2650940E-04
  0.6650000E+02   0.2553595E-04   0.3194783E-04   0.2943938E-04
  0.6750000E+02   0.2842254E-04   0.3542530E-04   0.3263303E-04
  0.6850000E+02   0.3157828E-04   0.3920429E-04   0.3610786E-04
  0.6950000E+02   0.3502198E-04   0.4330313E-04   0.3988204E-04
  0.7050000E+02   0.3877320E-04   0.4774063E-04   0.4397430E-04
  0.7150000E+02   0.4285219E-04   0.5253605E-04   0.4840398E-04
  0.7250000E+02   0.4727986E-04   0.5770905E-04   0.5319096E-04
  0.7350000E+02   0.5207782E-04   0.6327966E-04   0.5835567E-04
  0.7450000E+02   0.5726826E-04   0.6926825E-04   0.6391900E-04
  0.7550000E+02   0.6287398E-04   0.7569549E-04   0.6990231E-04
  0.7650000E+02   0.6891831E-04   0.8258228E-04   0.7632740E-04
  0.7750000E+02   0.7542508E-04   0.8994975E-04   0.8321641E-04
  0.7850000E+02   0.8241859E-04   0.9781918E-04   0.9059183E-04
  0.7950000E+02   0.8992352E-04   0.1062120E-03   0.9847644E-04
  0.8050000E+02   0.9796491E-04   0.1151496E-03   0.1068932E-03
  0.8150000E+02   0.1065681E-03   0.1246535E-03   0.1158654E-03
  0.8250000E+02   0.1157586E-03   0.1347452E-03   0.1254162E-03
  0.8350000E+02   0.1255621E-03   0.1454460E-03   0.1355691E-03
  0.8450000E+02   0.1360044E-03   0.1567771E-03   0.1463474E-03
  0.8550000E+02   0.1471113E-03   0.1687596E-03   0.1577743E-03
  0.8650000E+02   0.1589086E-03   0.1814142E-03   0.1698732E-03
  0.8750000E+02   0.1714219E-03   0.1947614E-03   0.1826670E-03
  0.8850000E+02   0.1846767E-03   0.2088212E-03   0.1961784E-03
  0.8950000E+02   0.1986981E-03   0.2236134E-03   0.2104298E-03
  0.9050000E+02   0.2135108E-03   0.2391572E-03   0.2254433E-03
  0.9150000E+02   0.2291391E-03   0.2554713E-03   0.2412405E-03
  0.9250000E+02   0.2456071E-03   0.2725737E-03   0.2578423E-03
  0.9350000E+02   0.2629377E-03   0.2904820E-03   0.2752693E-03
  0.9450000E+02   0.2811535E-03   0.3092129E-03   0.2935412E-03
  0.9550000E+02   0.3002764E-03   0.3287825E-03   0.3126770E-03
  0.9650000E+02   0.3203272E-03   0.3492060E-03   0.3326951E-03
  0.9750000E+02   0.3413259E-03   0.3704978E-03   0.3536127E-03
  0.9850000E+02   0.3632915E-03   0.3926714E-03   0.3754463E-03
  0.9950000E+02   0.3862420E-03   0.4157394E-03   0.3982116E-03
  0.1005000E+03   0.4101940E-03   0.4397135E-03   0.4219227E-03
