             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.1033910E-03   0.1693579E-03   0.1300905E-03
  0.1500000E+01   0.1182334E-03   0.1895764E-03   0.1473609E-03
  0.2500000E+01   0.1347051E-03   0.2115313E-03   0.1663330E-03
  0.3500000E+01   0.1529130E-03   0.2352927E-03   0.1870974E-03
  0.4500000E+01   0.1729620E-03   0.2609258E-03   0.2097416E-03
  0.5500000E+01   0.1949546E-03   0.2884899E-03   0.2343482E-03
  0.6500000E+01   0.2189891E-03   0.3180384E-03   0.2609948E-03
  0.7500000E+01   0.2451589E-03   0.3496174E-03   0.2897525E-03
  0.8500000E+01   0.2735514E-03   0.3832654E-03   0.3206851E-03
  0.9500000E+01   0.3042467E-03   0.4190132E-03   0.3538489E-03
  0.1050000E+02   0.3373168E-03   0.4568826E-03   0.3892909E-03
  0.1150000E+02   0.3728243E-03   0.4968867E-03   0.4270493E-03
  0.1250000E+02   0.4108220E-03   0.5390293E-03   0.4671518E-03
  0.1350000E+02   0.4513517E-03   0.5833044E-03   0.5096158E-03
  0.1450000E+02   0.4944434E-03   0.6296968E-03   0.5544477E-03
  0.1550000E+02   0.5401150E-03   0.6781810E-03   0.6016426E-03
  0.1650000E+02   0.5883715E-03   0.7287220E-03   0.6511840E-03
  0.1750000E+02   0.6392049E-03   0.7812750E-03   0.7030438E-03
  0.1850000E+02   0.6925934E-03   0.8357856E-03   0.7571820E-03
  0.1950000E+02   0.7485020E-03   0.8921901E-03   0.8135472E-03
  0.2050000E+02   0.8068818E-03   0.9504155E-03   0.8720765E-03
  0.2150000E+02   0.8676705E-03   0.1010381E-02   0.9326958E-03
  0.2250000E+02   0.9307925E-03   0.1071995E-02   0.9953200E-03
  0.2350000E+02   0.9961594E-03   0.1135162E-02   0.1059854E-02
  0.2450000E+02   0.1063670E-02   0.1199777E-02   0.1126192E-02
  0.2550000E+02   0.1133212E-02   0.1265728E-02   0.1194221E-02
  0.2650000E+02   0.1204662E-02   0.1332897E-02   0.1263817E-02
  0.2750000E+02   0.1277884E-02   0.1401162E-02   0.1334850E-02
  0.2850000E+02   0.1352735E-02   0.1470396E-02   0.1407182E-02
  0.2950000E+02   0.1429062E-02   0.1540466E-02   0.1480669E-02
  0.3050000E+02   0.1506705E-02   0.1611239E-02   0.1555162E-02
  0.3150000E+02   0.1585497E-02   0.1682576E-02   0.1630507E-02
  0.3250000E+02   0.1665266E-02   0.1754339E-02   0.1706547E-02
  0.3350000E+02   0.1745833E-02   0.1826386E-02   0.1783121E-02
  0.3450000E+02   0.1827019E-02   0.1898578E-02   0.1860069E-02
  0.3550000E+02   0.1908640E-02   0.1970773E-02   0.1937228E-02
  0.3650000E+02   0.1990512E-02   0.2042832E-02   0.2014434E-02
  0.3750000E+02   0.2072449E-02   0.2114616E-02   0.2091526E-02
  0.3850000E+02   0.2154268E-02   0.2185989E-02   0.2168343E-02
  0.3950000E+02   0.2235785E-02   0.2256818E-02   0.2244727E-02
  0.4050000E+02   0.2316821E-02   0.2326972E-02   0.2320523E-02
