             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00   0.8561688E-04   0.4054312E-03   0.2038817E-03
  0.1500000E+01   0.1166328E-03   0.4958164E-03   0.2605220E-03
  0.2500000E+01   0.1566388E-03   0.6016717E-03   0.3295226E-03
  0.3500000E+01   0.2075286E-03   0.7246951E-03   0.4127436E-03
  0.4500000E+01   0.2714096E-03   0.8666131E-03   0.5121548E-03
  0.5500000E+01   0.3505875E-03   0.1029157E-02   0.6298126E-03
  0.6500000E+01   0.4475422E-03   0.1214036E-02   0.7678331E-03
  0.7500000E+01   0.5648961E-03   0.1422913E-02   0.9283608E-03
  0.8500000E+01   0.7053741E-03   0.1657376E-02   0.1113534E-02
  0.9500000E+01   0.8717566E-03   0.1918911E-02   0.1325450E-02
  0.1050000E+02   0.1066827E-02   0.2208871E-02   0.1566123E-02
  0.1150000E+02   0.1293316E-02   0.2528456E-02   0.1837448E-02
  0.1250000E+02   0.1553842E-02   0.2878682E-02   0.2141165E-02
  0.1350000E+02   0.1850849E-02   0.3260366E-02   0.2478817E-02
  0.1450000E+02   0.2186552E-02   0.3674096E-02   0.2851718E-02
  0.1550000E+02   0.2562880E-02   0.4120225E-02   0.3260920E-02
  0.1650000E+02   0.2981422E-02   0.4598849E-02   0.3707190E-02
  0.1750000E+02   0.3443389E-02   0.5109803E-02   0.4190980E-02
  0.1850000E+02   0.3949569E-02   0.5652650E-02   0.4712416E-02
  0.1950000E+02   0.4500302E-02   0.6226684E-02   0.5271279E-02
  0.2050000E+02   0.5095460E-02   0.6830927E-02   0.5867003E-02
  0.2150000E+02   0.5734436E-02   0.7464137E-02   0.6498673E-02
  0.2250000E+02   0.6416140E-02   0.8124818E-02   0.7165025E-02
  0.2350000E+02   0.7139009E-02   0.8811228E-02   0.7864463E-02
  0.2450000E+02   0.7901025E-02   0.9521400E-02   0.8595065E-02
  0.2550000E+02   0.8699734E-02   0.1025316E-01   0.9354609E-02
  0.2650000E+02   0.9532284E-02   0.1100413E-01   0.1014060E-01
  0.2750000E+02   0.1039545E-01   0.1177179E-01   0.1095027E-01
  0.2850000E+02   0.1128571E-01   0.1255347E-01   0.1178066E-01
  0.2950000E+02   0.1219923E-01   0.1334636E-01   0.1262859E-01
  0.3050000E+02   0.1313197E-01   0.1414759E-01   0.1349076E-01
  0.3150000E+02   0.1407973E-01   0.1495422E-01   0.1436370E-01
  0.3250000E+02   0.1503815E-01   0.1576326E-01   0.1524390E-01
  0.3350000E+02   0.1600283E-01   0.1657171E-01   0.1612777E-01
  0.3450000E+02   0.1696932E-01   0.1737658E-01   0.1701173E-01
  0.3550000E+02   0.1789217E-01   0.1817494E-01   0.1789217E-01
  0.3650000E+02   0.1876559E-01   0.1896389E-01   0.1876559E-01
  0.3750000E+02   0.1962851E-01   0.1983588E-01   0.1962851E-01
  0.3850000E+02   0.2047759E-01   0.2076634E-01   0.2047759E-01
  0.3950000E+02   0.2124675E-01   0.2167761E-01   0.2130961E-01
  0.4050000E+02   0.2197108E-01   0.2256597E-01   0.2212150E-01
  0.4150000E+02   0.2267313E-01   0.2342797E-01   0.2291038E-01
  0.4250000E+02   0.2335076E-01   0.2426039E-01   0.2367352E-01
  0.4350000E+02   0.2400196E-01   0.2506027E-01   0.2440843E-01
  0.4450000E+02   0.2462494E-01   0.2582497E-01   0.2511282E-01
  0.4550000E+02   0.2521807E-01   0.2655212E-01   0.2578462E-01
  0.4650000E+02   0.2577990E-01   0.2723963E-01   0.2642198E-01
  0.4750000E+02   0.2630918E-01   0.2788573E-01   0.2702330E-01
  0.4850000E+02   0.2680483E-01   0.2848893E-01   0.2758719E-01
  0.4950000E+02   0.2726596E-01   0.2904805E-01   0.2811250E-01
  0.5050000E+02   0.2769188E-01   0.2956216E-01   0.2859831E-01
  0.5150000E+02   0.2808205E-01   0.3003063E-01   0.2904391E-01
  0.5250000E+02   0.2843612E-01   0.3045307E-01   0.2944882E-01
  0.5350000E+02   0.2875389E-01   0.3082934E-01   0.2981275E-01
  0.5450000E+02   0.2903535E-01   0.3115954E-01   0.3013562E-01
