             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00  -0.2962387E-02  -0.5951084E-03  -0.1564872E-02
  0.1500000E+01  -0.3452908E-02  -0.7808450E-03  -0.1908927E-02
  0.2500000E+01  -0.3999826E-02  -0.1011140E-02  -0.2308287E-02
  0.3500000E+01  -0.4605860E-02  -0.1292997E-02  -0.2767829E-02
  0.4500000E+01  -0.5273395E-02  -0.1633708E-02  -0.3292223E-02
  0.5500000E+01  -0.6004435E-02  -0.2040704E-02  -0.3885837E-02
  0.6500000E+01  -0.6800563E-02  -0.2521396E-02  -0.4552645E-02
  0.7500000E+01  -0.7662905E-02  -0.3083000E-02  -0.5296135E-02
  0.8500000E+01  -0.8592102E-02  -0.3732358E-02  -0.6119230E-02
  0.9500000E+01  -0.9588285E-02  -0.4475753E-02  -0.7024212E-02
  0.1050000E+02  -0.1065106E-01  -0.5318742E-02  -0.8012666E-02
  0.1150000E+02  -0.1177952E-01  -0.6265986E-02  -0.9085430E-02
  0.1250000E+02  -0.1297222E-01  -0.7321115E-02  -0.1024256E-01
  0.1350000E+02  -0.1422718E-01  -0.8486602E-02  -0.1148331E-01
  0.1450000E+02  -0.1554195E-01  -0.9763670E-02  -0.1280612E-01
  0.1550000E+02  -0.1691356E-01  -0.1115223E-01  -0.1420863E-01
  0.1650000E+02  -0.1833863E-01  -0.1265086E-01  -0.1568772E-01
  0.1750000E+02  -0.1981332E-01  -0.1425676E-01  -0.1723951E-01
  0.1850000E+02  -0.2133342E-01  -0.1596582E-01  -0.1885942E-01
  0.1950000E+02  -0.2289439E-01  -0.1777269E-01  -0.2054224E-01
  0.2050000E+02  -0.2449137E-01  -0.1967078E-01  -0.2228216E-01
  0.2150000E+02  -0.2611927E-01  -0.2165246E-01  -0.2407287E-01
  0.2250000E+02  -0.2777277E-01  -0.2370911E-01  -0.2590765E-01
  0.2350000E+02  -0.2944642E-01  -0.2583128E-01  -0.2777939E-01
  0.2450000E+02  -0.3113465E-01  -0.2800885E-01  -0.2968072E-01
  0.2550000E+02  -0.3283183E-01  -0.3023113E-01  -0.3160408E-01
  0.2650000E+02  -0.3453232E-01  -0.3248710E-01  -0.3354181E-01
  0.2750000E+02  -0.3623050E-01  -0.3476546E-01  -0.3548618E-01
  0.2850000E+02  -0.3792083E-01  -0.3705486E-01  -0.3742953E-01
  0.2950000E+02  -0.3959789E-01  -0.3934399E-01  -0.3936430E-01
  0.3050000E+02  -0.4162173E-01  -0.4125640E-01  -0.4128310E-01
  0.3150000E+02  -0.4387728E-01  -0.4289124E-01  -0.4317877E-01
  0.3250000E+02  -0.4610024E-01  -0.4449753E-01  -0.4504444E-01
  0.3350000E+02  -0.4828073E-01  -0.4607063E-01  -0.4687356E-01
  0.3450000E+02  -0.5040945E-01  -0.4760612E-01  -0.4865996E-01
  0.3550000E+02  -0.5247778E-01  -0.4909989E-01  -0.5039788E-01
  0.3650000E+02  -0.5447776E-01  -0.5054811E-01  -0.5208197E-01
  0.3750000E+02  -0.5640221E-01  -0.5194727E-01  -0.5370735E-01
  0.3850000E+02  -0.5824470E-01  -0.5329415E-01  -0.5526959E-01
  0.3950000E+02  -0.5999961E-01  -0.5458588E-01  -0.5676474E-01
  0.4050000E+02  -0.6166208E-01  -0.5581987E-01  -0.5818932E-01
  0.4150000E+02  -0.6322802E-01  -0.5699388E-01  -0.5954034E-01
  0.4250000E+02  -0.6469414E-01  -0.5810599E-01  -0.6081527E-01
  0.4350000E+02  -0.6605786E-01  -0.5915459E-01  -0.6201204E-01
  0.4450000E+02  -0.6731732E-01  -0.6013836E-01  -0.6312903E-01
  0.4550000E+02  -0.6847134E-01  -0.6105631E-01  -0.6416505E-01
  0.4650000E+02  -0.6951937E-01  -0.6190772E-01  -0.6511932E-01
  0.4750000E+02  -0.7046145E-01  -0.6269213E-01  -0.6599145E-01
  0.4850000E+02  -0.7129819E-01  -0.6340937E-01  -0.6678142E-01
  0.4950000E+02  -0.7203069E-01  -0.6405952E-01  -0.6748958E-01
  0.5050000E+02  -0.7266050E-01  -0.6464288E-01  -0.6811656E-01
  0.5150000E+02  -0.7318961E-01  -0.6515997E-01  -0.6866332E-01
  0.5250000E+02  -0.7362035E-01  -0.6561153E-01  -0.6913109E-01
  0.5350000E+02  -0.7395538E-01  -0.6599847E-01  -0.6952132E-01
  0.5450000E+02  -0.7419764E-01  -0.6632189E-01  -0.6983570E-01
  0.5550000E+02  -0.7435031E-01  -0.6658305E-01  -0.7007614E-01
  0.5650000E+02  -0.7441677E-01  -0.6678334E-01  -0.7024469E-01
  0.5750000E+02  -0.7440054E-01  -0.6692428E-01  -0.7034355E-01
  0.5850000E+02  -0.7430528E-01  -0.6700750E-01  -0.7037509E-01
