             #w        R(w)_min        R(w)_max        R(w)_avg
  0.5000000E+00  -0.7737178E-11  -0.1352050E-12  -0.8818249E-12
  0.1500000E+01  -0.8698643E-12  -0.1347548E-12  -0.8698643E-12
  0.2500000E+01  -0.8673274E-12  -0.2893006E-13  -0.8673274E-12
  0.3500000E+01  -0.8715559E-12  -0.8916384E-14  -0.8715559E-12
  0.4500000E+01  -0.8805978E-12  -0.5617011E-14  -0.8805978E-12
  0.5500000E+01  -0.8929852E-12  -0.5873822E-14  -0.8929852E-12
  0.6500000E+01  -0.9075996E-12  -0.8636495E-14  -0.9075996E-12
  0.7500000E+01  -0.9235861E-12  -0.1566860E-13  -0.9235861E-12
  0.8500000E+01  -0.9402975E-12  -0.3170502E-13  -0.9402975E-12
  0.9500000E+01  -0.9572538E-12  -0.6628852E-13  -0.9572538E-12
  0.1050000E+02  -0.9741129E-12  -0.1353856E-12  -0.9741129E-12
  0.1150000E+02  -0.9906450E-12  -0.1418813E-12  -0.9906450E-12
  0.1250000E+02  -0.1006713E-11  -0.1437386E-12  -0.1006713E-11
  0.1350000E+02  -0.1022252E-11  -0.1456633E-12  -0.1022252E-11
  0.1450000E+02  -0.1037255E-11  -0.1476153E-12  -0.1037255E-11
  0.1550000E+02  -0.1283385E-11  -0.1495582E-12  -0.1051759E-11
  0.1650000E+02  -0.1455016E-11  -0.1514592E-12  -0.1065829E-11
  0.1750000E+02  -0.1492798E-11  -0.1532904E-12  -0.1079553E-11
  0.1850000E+02  -0.1400477E-11  -0.1550291E-12  -0.1093025E-11
  0.1950000E+02  -0.1215878E-11  -0.1566576E-12  -0.1106348E-11
  0.2050000E+02  -0.1119618E-11  -0.1581638E-12  -0.1119618E-11
  0.2150000E+02  -0.1132929E-11  -0.1595407E-12  -0.1132929E-11
  0.2250000E+02  -0.1146363E-11  -0.1607861E-12  -0.1146363E-11
  0.2350000E+02  -0.1159991E-11  -0.1619025E-12  -0.1159991E-11
  0.2450000E+02  -0.1173871E-11  -0.1628961E-12  -0.1173871E-11
  0.2550000E+02  -0.1188048E-11  -0.1637767E-12  -0.1188048E-11
  0.2650000E+02  -0.1202553E-11  -0.1486395E-12  -0.1202553E-11
  0.2750000E+02  -0.1217404E-11  -0.1074414E-12  -0.1217404E-11
  0.2850000E+02  -0.1232606E-11  -0.7924235E-13  -0.1232606E-11
  0.2950000E+02  -0.1248152E-11  -0.5998261E-13  -0.1248152E-11
  0.3050000E+02  -0.1264026E-11  -0.4681726E-13  -0.1264026E-11
  0.3150000E+02  -0.1280200E-11  -0.3781365E-13  -0.1280200E-11
  0.3250000E+02  -0.1296640E-11  -0.3168486E-13  -0.1296640E-11
  0.3350000E+02  -0.1313302E-11  -0.2758652E-13  -0.1313302E-11
  0.3450000E+02  -0.1330140E-11  -0.2497390E-13  -0.1330140E-11
  0.3550000E+02  -0.1347100E-11  -0.2350618E-13  -0.1347100E-11
  0.3650000E+02  -0.1364127E-11  -0.2298504E-13  -0.1364127E-11
  0.3750000E+02  -0.1381165E-11  -0.2331722E-13  -0.1381165E-11
  0.3850000E+02  -0.1398156E-11  -0.2449374E-13  -0.1398156E-11
  0.3950000E+02  -0.1415044E-11  -0.2658116E-13  -0.1415044E-11
  0.4050000E+02  -0.1431774E-11  -0.2972199E-13  -0.1431774E-11
  0.4150000E+02  -0.1448296E-11  -0.3414253E-13  -0.1448296E-11
  0.4250000E+02  -0.1464561E-11  -0.4016714E-13  -0.1464561E-11
  0.4350000E+02  -0.1480527E-11  -0.4823815E-13  -0.1480527E-11
  0.4450000E+02  -0.1496159E-11  -0.5894018E-13  -0.1496159E-11
  0.4550000E+02  -0.1511425E-11  -0.7302679E-13  -0.1511425E-11
  0.4650000E+02  -0.1526303E-11  -0.9144607E-13  -0.1526303E-11
  0.4750000E+02  -0.1540775E-11  -0.1153595E-12  -0.1540775E-11
  0.4850000E+02  -0.1554834E-11  -0.1461462E-12  -0.1554834E-11
  0.4950000E+02  -0.1568477E-11  -0.1853824E-12  -0.1568477E-11
  0.5050000E+02  -0.1581711E-11  -0.1898946E-12  -0.1581711E-11
  0.5150000E+02  -0.1594549E-11  -0.1920657E-12  -0.1594549E-11
  0.5250000E+02  -0.1607012E-11  -0.1943211E-12  -0.1607012E-11
  0.5350000E+02  -0.1619128E-11  -0.1966530E-12  -0.1619128E-11
  0.5450000E+02  -0.1630930E-11  -0.1990530E-12  -0.1630930E-11
  0.5550000E+02  -0.1642460E-11  -0.2015121E-12  -0.1642460E-11
  0.5650000E+02  -0.1653761E-11  -0.2040206E-12  -0.1653761E-11
  0.5750000E+02  -0.1664886E-11  -0.2065686E-12  -0.1664886E-11
  0.5850000E+02  -0.1675889E-11  -0.2091458E-12  -0.1675889E-11
  0.5950000E+02  -0.1686831E-11  -0.2117414E-12  -0.1686831E-11
  0.6050000E+02  -0.1697772E-11  -0.2143447E-12  -0.1697772E-11
  0.6150000E+02  -0.1708779E-11  -0.2169450E-12  -0.1708779E-11
  0.6250000E+02  -0.1719921E-11  -0.2195316E-12  -0.1719921E-11
  0.6350000E+02  -0.1772422E-11  -0.2220940E-12  -0.1731266E-11
  0.6450000E+02  -0.1836852E-11  -0.2246219E-12  -0.1742886E-11
  0.6550000E+02  -0.1868588E-11  -0.2271056E-12  -0.1754855E-11
  0.6650000E+02  -0.1866651E-11  -0.2295356E-12  -0.1767245E-11
  0.6750000E+02  -0.1832141E-11  -0.2319033E-12  -0.1780130E-11
  0.6850000E+02  -0.1793585E-11  -0.2342005E-12  -0.1793585E-11
  0.6950000E+02  -0.1807682E-11  -0.2364200E-12  -0.1807682E-11
  0.7050000E+02  -0.1822497E-11  -0.2385553E-12  -0.1822497E-11
  0.7150000E+02  -0.1838102E-11  -0.2406007E-12  -0.1838102E-11
  0.7250000E+02  -0.1854570E-11  -0.2425516E-12  -0.1854570E-11
  0.7350000E+02  -0.1871975E-11  -0.2444042E-12  -0.1871975E-11
  0.7450000E+02  -0.1890387E-11  -0.2461559E-12  -0.1890387E-11
  0.7550000E+02  -0.1909879E-11  -0.2478047E-12  -0.1909879E-11
  0.7650000E+02  -0.1930520E-11  -0.2493501E-12  -0.1930520E-11
  0.7750000E+02  -0.1952381E-11  -0.2507922E-12  -0.1952381E-11
  0.7850000E+02  -0.1975533E-11  -0.2521321E-12  -0.1975533E-11
  0.7950000E+02  -0.2000043E-11  -0.2533720E-12  -0.2000043E-11
  0.8050000E+02  -0.2025980E-11  -0.2545147E-12  -0.2025980E-11
  0.8150000E+02  -0.2053414E-11  -0.2555642E-12  -0.2053414E-11
  0.8250000E+02  -0.2082411E-11  -0.2565249E-12  -0.2082411E-11
  0.8350000E+02  -0.2113041E-11  -0.2574021E-12  -0.2113041E-11
  0.8450000E+02  -0.2145371E-11  -0.2271620E-12  -0.2145371E-11
  0.8550000E+02  -0.2179468E-11  -0.1931313E-12  -0.2179468E-11
  0.8650000E+02  -0.2215400E-11  -0.1646438E-12  -0.2215400E-11
  0.8750000E+02  -0.2253234E-11  -0.1408742E-12  -0.2253234E-11
  0.8850000E+02  -0.2293040E-11  -0.1210892E-12  -0.2293040E-11
  0.8950000E+02  -0.2334883E-11  -0.1046501E-12  -0.2334883E-11
  0.9050000E+02  -0.2378833E-11  -0.9100838E-13  -0.2378833E-11
  0.9150000E+02  -0.2424958E-11  -0.7969903E-13  -0.2424958E-11
  0.9250000E+02  -0.2473325E-11  -0.7033178E-13  -0.2473325E-11
  0.9350000E+02  -0.2524004E-11  -0.6258183E-13  -0.2524004E-11
  0.9450000E+02  -0.2577063E-11  -0.5618084E-13  -0.2577063E-11
  0.9550000E+02  -0.2632570E-11  -0.5090858E-13  -0.2632570E-11
  0.9650000E+02  -0.2690595E-11  -0.4658544E-13  -0.2690595E-11
  0.9750000E+02  -0.2751207E-11  -0.4306594E-13  -0.2751207E-11
  0.9850000E+02  -0.2814474E-11  -0.4023329E-13  -0.2814474E-11
  0.9950000E+02  -0.2880466E-11  -0.3799476E-13  -0.2880466E-11
  0.1005000E+03  -0.2949251E-11  -0.3627800E-13  -0.2949251E-11
  0.1015000E+03  -0.3020898E-11  -0.3502807E-13  -0.3020898E-11
  0.1025000E+03  -0.3095475E-11  -0.3420517E-13  -0.3095475E-11
  0.1035000E+03  -0.3173051E-11  -0.3378298E-13  -0.3173051E-11
  0.1045000E+03  -0.3253693E-11  -0.3374754E-13  -0.3253693E-11
  0.1055000E+03  -0.3337468E-11  -0.3409668E-13  -0.3337468E-11
  0.1065000E+03  -0.3424442E-11  -0.3483991E-13  -0.3424442E-11
  0.1075000E+03  -0.3514683E-11  -0.3599884E-13  -0.3514683E-11
  0.1085000E+03  -0.3608255E-11  -0.3760812E-13  -0.3608255E-11
  0.1095000E+03  -0.3705222E-11  -0.3971696E-13  -0.3705222E-11
  0.1105000E+03  -0.3805648E-11  -0.4239132E-13  -0.3805648E-11
  0.1115000E+03  -0.3909595E-11  -0.4571686E-13  -0.3909595E-11
  0.1125000E+03  -0.4017126E-11  -0.4980283E-13  -0.4017126E-11
  0.1135000E+03  -0.4128300E-11  -0.5478713E-13  -0.4128300E-11
  0.1145000E+03  -0.4243177E-11  -0.6084268E-13  -0.4243177E-11
  0.1155000E+03  -0.4361814E-11  -0.6818566E-13  -0.4361814E-11
  0.1165000E+03  -0.4484270E-11  -0.7708572E-13  -0.4484270E-11
  0.1175000E+03  -0.4610599E-11  -0.8787906E-13  -0.4610599E-11
  0.1185000E+03  -0.4740857E-11  -0.1009848E-12  -0.4740857E-11
  0.1195000E+03  -0.4875097E-11  -0.1169253E-12  -0.4875097E-11
  0.1205000E+03  -0.5013372E-11  -0.1363522E-12  -0.5013372E-11
  0.1215000E+03  -0.5155732E-11  -0.1600782E-12  -0.5155732E-11
  0.1225000E+03  -0.5302228E-11  -0.1891177E-12  -0.5302228E-11
  0.1235000E+03  -0.5452910E-11  -0.2247362E-12  -0.5452910E-11
  0.1245000E+03  -0.5607827E-11  -0.2685130E-12  -0.5607827E-11
  0.1255000E+03  -0.5767025E-11  -0.3164693E-12  -0.5767025E-11
  0.1265000E+03  -0.5930553E-11  -0.3203823E-12  -0.5930553E-11
  0.1275000E+03  -0.6098458E-11  -0.3244735E-12  -0.6098458E-11
  0.1285000E+03  -0.6270786E-11  -0.3287450E-12  -0.6270786E-11
  0.1295000E+03  -0.6447584E-11  -0.3331990E-12  -0.6447584E-11
  0.1305000E+03  -0.6628899E-11  -0.3378374E-12  -0.6628899E-11
  0.1315000E+03  -0.6814777E-11  -0.3426620E-12  -0.6814777E-11
  0.1325000E+03  -0.7005267E-11  -0.3476745E-12  -0.7005267E-11
  0.1335000E+03  -0.7200417E-11  -0.3528763E-12  -0.7200417E-11
  0.1345000E+03  -0.7400276E-11  -0.3582688E-12  -0.7400276E-11
  0.1355000E+03  -0.7604896E-11  -0.3638530E-12  -0.7604896E-11
  0.1365000E+03  -0.7814329E-11  -0.3696300E-12  -0.7814329E-11
  0.1375000E+03  -0.8028628E-11  -0.3756005E-12  -0.8028628E-11
  0.1385000E+03  -0.8247852E-11  -0.3817652E-12  -0.8247852E-11
  0.1395000E+03  -0.8472057E-11  -0.3881246E-12  -0.8472057E-11
  0.1405000E+03  -0.8701306E-11  -0.3946788E-12  -0.8701306E-11
  0.1415000E+03  -0.8935663E-11  -0.4014281E-12  -0.8935663E-11
  0.1425000E+03  -0.1037904E-10  -0.4083722E-12  -0.9175196E-11
  0.1435000E+03  -0.1273487E-10  -0.4155110E-12  -0.9419977E-11
  0.1445000E+03  -0.1559562E-10  -0.4228440E-12  -0.9670081E-11
  0.1455000E+03  -0.1905803E-10  -0.4303705E-12  -0.9925587E-11
